,Attendance,Streak_Same_Mkt_Team
1748,32227,3
1749,27338,6
1750,41016,6
1751,27217,-1
1752,27864,-2
1753,32272,1
1754,38054,2
1755,38221,3
1756,27027,3
1757,30039,-1
1758,27288,1
1759,28359,-1
1760,33160,-1
1761,39018,-2
1762,37548,1
1763,32851,4
1764,31762,5
1765,39027,-1
1766,30786,-2
1767,44016,2
1768,42065,-1
1769,40111,-2
1770,40080,-4
1771,44227,-5
1772,42465,1
1773,36079,-1
1774,35021,1
1775,37342,2
1776,37096,-1
1777,42483,1
1778,42222,-1
1779,41234,1
1780,38010,1
1781,40321,-1
1782,44548,-3
1783,44512,-4
1784,43975,1
1785,38104,2
1786,42716,3
1787,41147,-1
1788,37108,-2
1789,43936,1
1790,39086,2
1791,42160,3
1792,35047,4
1793,35051,5
1794,39107,-1
1795,40136,-3
1796,41232,1
1797,35477,2
1798,39016,1
1799,38722,2
1800,36505,-1
1801,36620,1
1802,39827,2
1803,37554,3
1804,38591,4
1805,37298,-1
1806,41086,-2
1807,36789,1
1808,38745,-2
1809,37841,-3
1810,39013,1
1811,40104,-2
1812,41154,-3
1813,38216,1
1814,36064,-1
1815,37794,-1
1816,38097,-2
1817,38029,-3
1818,36948,-1
1819,37093,-1
1820,38205,1
1821,39326,-1
1822,41440,1
1823,36546,-1
1824,38538,1
1825,37916,-1
1826,37377,1
1827,44014,3
1828,36011,-1
1829,43533,1
1830,37674,2
1831,43520,-1
1832,36126,1
1833,39023,-4
1834,35081,-4
1835,41147,-6
1836,36192,1
1837,35353,1
1838,37154,2
1839,35118,-1
1840,40140,-1
1841,32136,-2
1842,38047,-3
1843,32203,2
1844,33028,-1
1845,31917,1
1846,37711,2
1847,37546,2
1848,37165,-1
1849,38190,-2
1850,34095,1
1851,33313,-1
1852,39172,2
1853,42231,-1
1854,34401,-2
1855,40087,1
1856,35515,-1
1857,30010,-2
1858,32223,1
1859,30171,2
1860,40621,-1
1861,40486,-2
1862,41204,1
1863,30258,-1
1864,33040,-1
1865,35401,-1
1866,37711,1
1867,40136,-1
1868,41114,-2
1869,35069,1
1870,39455,2
1871,35025,3
1872,42707,4
1873,37092,-1
1874,36112,1
1875,39018,-1
1876,43515,-1
1877,43572,1
1878,37441,2
1879,33363,3
1880,39177,4
1881,38209,5
1882,37179,-1
1883,38884,1
1884,41253,2
1885,33936,3
1886,34040,4
1887,34233,5
1888,34777,-1
1889,39074,8
1890,40246,9
1891,36896,10
1892,36574,-1
1893,36421,-2
1894,35810,1
1895,37557,4
1896,34332,5
1897,34025,6
1898,34623,-1
1899,39591,-1
1900,40558,-2
1901,35423,-3
1902,39469,1
1903,41001,-1
1904,39099,1
1905,41147,2
1906,38158,2
1907,36226,3
1908,44152,-1
1909,43567,-1
1910,38007,1
1911,42871,-1
1912,40027,1
1913,38855,2
1914,37120,3
1915,34887,3
1916,37344,-1
1917,37654,-1
1918,35131,-1
1919,33334,-1
1920,42989,3
1921,39107,-1
1922,37765,1
1923,39701,-1
1924,40106,-2
1925,44083,1
1926,34441,-1
1927,38796,-1
1928,42224,1
1929,36655,-1
1930,33150,-2
1931,30150,-2
1932,40112,1
1933,35082,-1
1934,42140,1
1935,36114,-1
1936,38521,-2
1937,39089,1
1938,35793,-1
1939,36838,1
1940,31942,2
1941,36793,3
1942,41637,3
1943,37026,-1
1944,37191,1
1945,37086,-1
1946,39082,1
1947,32209,2
1948,37625,-2
1949,43557,1
1950,40479,2
1951,33552,-1
1952,38189,1
1953,38111,1
1954,35726,-1
1955,42517,2
1956,40231,-1
1957,37128,-2
1958,39028,1
1959,35353,2
1960,40185,-1
1961,40146,-2
1962,42915,-2
1963,43569,1
1964,36252,2
1965,43669,1
1966,44561,2
1967,38016,3
1968,42159,-1
1969,36300,-2
1970,37296,2
1971,38802,3
1972,35350,-1
1973,33028,-1
1974,34657,1
1975,41056,2
1976,41177,2
1977,44018,-1
1978,44205,-2
1979,33339,1
1980,38041,-1
1981,35364,1
1982,36137,2
1983,36193,3
1984,36875,-1
1985,40835,-2
1986,38467,1
1987,35890,2
1988,27166,-1
1989,44489,1
1990,44154,-1
1991,37060,-2
1992,35228,7
1993,32137,7
1994,30034,-1
1995,24304,-2
1996,41054,-3
1997,38016,1
1998,35053,2
1999,25024,4
2000,33394,-1
2001,25160,1
2002,25097,-1
2003,40006,1
2004,40210,2
2005,30929,2
2006,28150,4
2007,30129,5
2008,38055,-1
2009,32334,1
2010,36180,2
2011,32261,-1
2012,41901,-1
2013,40369,-2
2014,37143,1
2015,27078,-1
2016,28771,1
2017,28245,1
2018,42113,3
2019,43548,4
2020,35143,-1
2021,35193,1
2022,40099,-1
2023,34153,1
2024,41208,-1
2025,33543,-2
2026,41137,2
2027,40514,3
2028,38387,-1
2029,42056,1
2030,42036,-1
2031,40938,1
2032,43234,1
2033,43631,-1
2034,38042,2
2035,38937,-1
2036,40239,-2
2037,36134,1
2038,42046,2
2039,43052,3
2040,38539,-1
2041,37030,4
2042,38159,4
2043,33099,-1
2044,42578,2
2045,43041,-1
2046,37154,-2
2047,36431,3
2048,37114,3
2049,35036,-1
2050,37142,-2
2051,41110,-2
2052,42578,-3
2053,37060,-4
2054,37073,-1
2055,39889,1
2056,38367,2
2057,44488,3
2058,41086,4
2059,42799,5
2060,39636,-1
2061,41130,-2
2062,41550,1
2063,38355,2
2064,37866,-1
2065,35243,-2
2066,31858,-3
2067,33470,-4
2068,34033,1
2069,37042,1
2070,39089,3
2071,35207,-1
2072,38106,-2
2073,35097,1
2074,40755,2
2075,41058,-1
2076,37754,1
2077,31061,2
2078,34428,-1
2079,35142,-2
2080,41253,-1
2081,40142,-2
2082,41086,1
2083,30679,-1
2084,33378,1
2085,35413,-1
2086,44006,1
2087,45007,-1
2088,40987,-2
2089,40137,-3
2090,41280,-4
2091,39047,4
2092,38176,-1
2093,36538,1
2094,38541,2
2095,35125,-1
2096,35053,1
2097,39487,-1
2098,38296,1
2099,36383,-1
2100,36424,-2
2101,36272,-3
2102,36717,1
2103,36412,6
2104,41356,6
2105,40643,-1
2106,36715,-2
2107,36839,-3
2108,38781,1
2109,36683,2
2110,42031,3
2111,39620,4
2112,36834,-1
2113,36020,-2
2114,36368,-2
2115,37095,1
2116,41257,-1
2117,39113,-1
2118,43150,1
2119,39553,-1
2120,36052,1
2121,37306,-1
2122,34196,-2
2123,35840,-1
2124,37546,-1
2125,36950,1
2126,37721,2
2127,40256,-1
2128,44129,-2
2129,40309,-3
2130,34161,2
2131,33042,-1
2132,34215,-1
2133,42139,5
2134,39146,-1
2135,35052,1
2136,29932,-1
2137,32139,1
2138,33501,-1
2139,37559,1
2140,42159,-1
2141,39195,1
2142,36270,2
2143,29934,5
2144,27531,5
2145,32524,-1
2146,30112,1
2147,32487,-1
2148,28083,-2
2149,43911,2
2150,42668,-1
2151,37175,-2
2152,34044,-1
2153,34599,-1
2154,30255,1
2155,40176,1
2156,41345,-1
2157,35034,-2
2158,25304,1
2159,30124,-1
2160,30248,1
2161,37603,-1
2162,34556,-1
2163,41097,1
2164,38385,2
2165,30207,5
2166,44311,-1
2167,40251,1
2168,36215,2
2169,29445,-1
2170,36089,-2
2171,33234,-3
2172,38251,4
2173,32028,5
2174,35795,6
2175,33426,-1
2176,39042,-2
2177,40236,1
2178,39701,2
2179,36245,4
2180,33159,4
2181,43851,5
2182,34884,6
2183,34184,-1
2184,41209,1
2185,40178,2
2186,44669,1
2187,44807,-1
2188,40059,1
2189,44644,2
2190,39279,3
2191,38119,6
2192,38515,7
2193,36178,8
2194,43345,9
2195,41065,10
2196,37714,-1
2197,43829,-2
2198,40471,1
2199,36344,8
2200,34623,9
2201,34710,-1
2202,43330,1
2203,39180,2
2204,38278,3
2205,34142,4
2206,35723,4
2207,36202,-1
2208,35204,-1
2209,37033,1
2210,35497,2
2211,34032,-1
2212,42333,1
2213,41101,2
2214,37606,-1
2215,33719,-2
2216,36229,-2
2217,36022,-3
2218,36088,-11
2219,33899,1
2220,35715,2
2221,41409,2
2222,40719,3
2223,36709,4
2224,36171,-2
2225,38424,-3
2226,29863,-4
2227,35106,4
2228,38075,-1
2229,34940,1
2230,43904,2
2231,35007,-1
2232,32412,-2
2233,36023,-3
2234,40129,-3
2235,44742,-4
2236,44822,2
2237,34508,3
2238,36253,4
2239,37494,4
2240,42666,-1
2241,44544,1
2242,40416,-2
2243,44649,-3
2244,44593,1
2245,32345,-3
2246,32156,-4
2247,35879,1
2248,30127,1
2249,43521,-1
2250,40117,-2
2251,38029,-3
2252,28229,-4
2253,28358,-4
2254,28078,-5
2255,30487,-6
2256,40067,1
2257,37232,1
2258,38560,3
2259,33511,-1
2260,44603,1
2261,33541,2
2262,32553,3
2263,31514,3
2264,36512,4
2265,33809,-1
2266,33088,-1
2267,30416,-2
2268,38028,-2
2269,40612,1
2270,33102,2
2271,44323,4
2272,44409,-1
2273,42213,1
2274,33092,1
2275,35591,-1
2276,44027,1
2277,42422,1
2278,44264,2
2279,35298,-1
2280,35285,1
2281,33937,2
2282,34321,-1
2283,33826,-2
2284,42336,1
2285,43325,2
2286,35396,3
2287,34073,1
2288,35824,1
2289,38832,2
2290,42722,1
2291,39425,-1
2292,38364,-2
2293,42788,-3
2294,41654,1
2295,37530,2
2296,35305,3
2297,35207,3
2298,32891,1
2299,33756,-1
2300,33028,-2
2301,33328,1
2302,39872,2
2303,42292,3
2304,35578,4
2305,29052,2
2306,36308,3
2307,35991,-1
2308,35041,-2
2309,43762,1
2310,36892,2
2311,42027,2
2312,41089,2
2313,31747,3
2314,42076,4
2315,28571,5
2316,28793,-1
2317,30446,-2
2318,33592,4
2319,41021,5
2320,41147,6
2321,34155,-1
2322,35403,1
2323,38016,1
2324,37928,-1
2325,39584,-2
2326,38797,-1
2327,33082,1
2328,40064,-1
2329,18177,1
2330,17614,2
2331,43444,3
2332,43415,4
2333,43329,-1
2334,34177,1
2335,32316,1
2336,30992,-1
2337,43806,-1
2338,36392,1
2339,39406,2
2340,36009,6
2341,36065,7
2342,34109,-1
2343,41495,-1
2344,40569,-2
2345,41614,1
2346,45477,2
2347,45404,-1
2348,37260,-1
2349,35272,1
2350,40231,-1
2351,41913,1
2352,41447,-1
2353,37668,-2
2354,43140,-3
2355,41549,-4
2356,38560,1
2357,35431,2
2358,42678,3
2359,35738,-1
2360,35928,1
2361,36214,-2
2362,38852,-2
2363,42289,1
2364,35447,2
2365,35457,-1
2366,33907,-2
2367,37511,1
2368,33527,2
2369,33568,2
2370,33544,3
2371,33533,4
2372,39206,-1
2373,39419,1
2374,35436,-1
2375,39008,-2
2376,37535,1
2377,39788,-1
2378,43036,-2
2379,39382,-3
2380,35753,1
2381,35508,1
2382,33952,2
2383,39914,1
2384,39056,2
2385,36709,-1
2386,34505,1
2387,36865,2
2388,39658,3
2389,41763,4
2390,35814,5
2391,34693,6
2392,56000,-1
2393,44621,-2
2394,39697,1
2395,49319,-1
2396,44734,1
2397,50433,2
2398,40185,1
2399,46775,1
2400,40483,-1
2401,39339,-2
2402,50714,-4
2403,35659,-5
2404,38456,-6
2405,40567,-7
2406,42287,1
2407,40718,2
2408,35282,3
2409,55662,-1
2410,40138,-2
2411,38856,1
2412,44282,2
2413,45117,-1
2414,46053,1
2415,45325,2
2416,36533,3
2417,35355,-1
2418,35333,1
2419,42459,2
2420,48207,3
2421,37944,4
2422,44876,5
2423,48046,6
2424,43299,-1
2425,52407,-1
2426,52806,1
2427,52776,2
2428,56000,-1
2429,56000,-2
2430,56000,1
2431,47801,1
2432,41575,-1
2433,41947,-2
2434,43640,-3
2435,43790,-4
2436,49016,1
2437,45398,-1
2438,45056,-1
2439,53381,-1
2440,45151,1
2441,42299,-1
2442,44626,-2
2443,43506,-3
2444,39897,1
2445,40860,1
2446,38886,1
2447,48988,-1
2448,44739,-2
2449,39153,-3
2450,44896,1
2451,43639,2
2452,49540,-1
2453,44268,-2
2454,45104,-3
2455,46418,1
2456,49435,-1
2457,44788,1
2458,44896,-3
2459,45164,1
2460,37080,-1
2461,43046,1
2462,48220,-1
2463,43758,-2
2464,38449,-1
2465,40191,1
2466,37402,-1
2467,44166,2
2468,33728,3
2469,33040,-1
2470,36713,-1
2471,41918,1
2472,38007,-1
2473,44834,1
2474,40809,-1
2475,50896,-2
2476,34288,2
2477,36282,2
2478,31614,3
2479,27439,4
2480,28292,5
2481,41596,-1
2482,29473,1
2483,30711,2
2484,36870,-1
2485,34453,1
2486,39869,-1
2487,30239,1
2488,38017,-1
2489,28419,-2
2490,35506,-1
2491,30602,-2
2492,40654,1
2493,35346,-1
2494,42138,-2
2495,30421,-3
2496,34248,-4
2497,34407,-1
2498,29971,1
2499,30621,-1
2500,36962,1
2501,31473,2
2502,36975,-1
2503,31372,-1
2504,39233,1
2505,30443,2
2506,35053,-1
2507,36124,1
2508,44665,-1
2509,29355,1
2510,37769,2
2511,30332,-1
2512,43640,1
2513,41108,2
2514,43104,3
2515,56000,2
2516,32329,3
2517,31005,4
2518,56000,-1
2519,38529,1
2520,29744,2
2521,35249,3
2522,39839,2
2523,34590,3
2524,36458,-1
2525,28860,1
2526,50664,-1
2527,29976,1
2528,35169,3
2529,37139,-1
2530,43935,1
2531,35380,1
2532,46547,1
2533,41807,2
2534,33642,-2
2535,36111,1
2536,36339,-1
2537,38960,6
2538,35537,-1
2539,38503,1
2540,29764,-1
2541,36589,-2
2542,27767,1
2543,30616,-1
2544,31404,-2
2545,29799,1
2546,25381,2
2547,41148,2
2548,32514,-1
2549,37802,-2
2550,32526,-1
2551,32334,1
2552,37560,2
2553,56000,1
2554,29729,1
2555,28328,-1
2556,31601,-2
2557,46549,-3
2558,38359,1
2559,26376,-1
2560,44014,-1
2561,26345,-2
2562,44807,-4
2563,54242,-5
2564,48753,1
2565,43713,2
2566,32799,3
2567,33993,-1
2568,35591,1
2569,33735,-1
2570,49124,1
2571,24312,-1
2572,47077,-2
2573,40906,-1
2574,39383,1
2575,44005,-1
2576,36283,3
2577,36561,4
2578,33306,5
2579,38016,6
2580,51137,7
2581,25509,8
2582,26773,-1
2583,50559,3
2584,55279,4
2585,43494,-1
2586,40432,1
2587,45210,-1
2588,53504,1
2589,49006,3
2590,49763,4
2591,44217,-1
2592,55359,-2
2593,34493,1
2594,33884,2
2595,53570,-1
2596,43873,2
2597,54014,-1
2598,39715,-2
2599,32238,1
2600,53498,-1
2601,39955,1
2602,33180,-2
2603,52832,1
2604,36596,2
2605,43537,-2
2606,46588,-3
2607,42495,1
2608,32659,-1
2609,55024,1
2610,37084,-1
2611,36878,-4
2612,56000,-4
2613,40173,1
2614,39805,3
2615,40284,4
2616,41907,-1
2617,54621,2
2618,37622,3
2619,35992,4
2620,31607,5
2621,33540,-1
2622,40619,1
2623,50560,2
2624,43309,-3
2625,40167,1
2626,42449,2
2627,35754,-1
2628,37133,-1
2629,40724,1
2630,35607,1
2631,33624,-1
2632,42473,1
2633,34014,-1
2634,45431,1
2635,52906,1
2636,40607,-2
2637,39446,-3
2638,52053,1
2639,52136,2
2640,35898,-1
2641,52393,-2
2642,44930,-2
2643,50224,1
2644,49003,-1
2645,31570,-2
2646,47602,-3
2647,32848,-4
2648,30981,-2
2649,33611,-2
2650,31512,-3
2651,41721,1
2652,42208,2
2653,43959,3
2654,32337,-1
2655,51729,-2
2656,36721,1
2657,45134,5
2658,49368,6
2659,43244,7
2660,49953,8
2661,46443,-1
2662,37055,-3
2663,37544,-4
2664,40040,1
2665,44196,-1
2666,47164,-1
2667,52716,-1
2668,39028,-1
2669,38275,-2
2670,42844,-3
2671,41927,-4
2672,40994,-3
2673,47193,-3
2674,41721,1
2675,51037,2
2676,48828,3
2677,52455,4
2678,42405,5
2679,52740,1
2680,50796,1
2681,51992,-1
2682,51402,-2
2683,53275,1
2684,51841,2
2685,52675,-1
2686,48671,-2
2687,52447,-4
2688,53013,-5
2689,51083,-4
2690,52619,1
2691,52248,2
2692,42915,-1
2693,46335,-2
2694,44091,-3
2695,50240,-4
2696,48165,1
2697,44109,2
2698,40965,3
2699,52326,3
2700,38851,4
2701,51769,1
2702,53121,2
2703,52168,3
2704,52410,-1
2705,41867,-2
2706,40818,1
2707,53393,2
2708,52650,3
2709,53062,-1
2710,47302,1
2711,52367,-1
2712,52879,-2
2713,52396,-3
2714,53493,-3
2715,49520,1
2716,48367,2
2717,53231,1
2718,42687,-1
2719,47680,1
2720,48541,2
2721,37447,-1
2722,37715,-2
2723,44826,1
2724,40776,2
2725,51699,-1
2726,44866,-1
2727,45241,1
2728,52359,-1
2729,43068,-2
2730,49171,-2
2731,47199,1
2732,51369,2
2733,37187,3
2734,50349,-1
2735,39498,1
2736,45505,1
2737,46013,-1
2738,41129,1
2739,39643,-1
2740,47503,1
2741,49455,-1
2742,51020,-2
2743,37336,-3
2744,44477,-3
2745,45540,-4
2746,42831,-1
2747,51422,-2
2748,52519,1
2749,44077,-1
2750,44175,-2
2751,46069,1
2752,48624,5
2753,48159,6
2754,50910,-1
2755,47739,1
2756,45627,-1
2757,46300,-1
2758,50199,2
2759,50332,1
2760,46073,2
2761,51794,3
2762,47131,4
2763,49630,3
2764,47386,-1
2765,51163,-2
2766,47900,1
2767,53354,2
2768,44713,-1
2769,53166,1
2770,53051,2
2771,47272,2
2772,50849,3
2773,43357,4
2774,45459,1
2775,46641,2
2776,39596,3
2777,44374,4
2778,51215,-1
2779,47290,-2
2780,41857,6
2781,43352,6
2782,38404,-1
2783,43074,1
2784,50823,2
2785,43460,3
2786,41886,4
2787,45213,5
2788,45586,6
2789,53500,-1
2790,49251,-2
2791,53387,1
2792,43328,2
2793,46631,-1
2794,48278,-2
2795,40356,-1
2796,52204,1
2797,42202,-3
2798,43115,1
2799,51287,-1
2800,48950,1
2801,45912,2
2802,44666,-1
2803,46704,-1
2804,50161,-1
2805,53285,-2
2806,50164,2
2807,43617,-1
2808,48136,-2
2809,44941,1
2810,49628,1
2811,38316,2
2812,42650,3
2813,46662,3
2814,48378,4
2815,44990,5
2816,48514,-1
2817,53479,1
2818,50182,-1
2819,44680,-2
2820,40667,1
2821,37837,-1
2822,45058,-2
2823,44649,-2
2824,47655,-3
2825,41500,-4
2826,42167,-5
2827,37738,-5
2828,47174,1
2829,42906,1
2830,46977,-1
2831,52503,1
2832,53123,2
2833,53509,-1
2834,52570,-1
2835,51252,1
2836,40027,2
2837,45180,3
2838,46614,3
2839,45135,4
2840,41290,5
2841,44200,-1
2842,49081,1
2843,43229,-1
2844,50182,1
2845,51788,-1
2846,53380,-3
2847,52979,-4
2848,52116,-5
2849,45722,1
2850,49384,-1
2851,44911,-2
2852,47216,-3
2853,43407,1
2854,46807,-1
2855,47388,-2
2856,44874,1
2857,51697,-1
2858,46679,-2
2859,40851,-3
2860,48060,-4
2861,41648,1
2862,43731,-1
2863,45311,-2
2864,45906,1
2865,49529,1
2866,49441,1
2867,47483,3
2868,38791,-1
2869,41419,-2
2870,46364,1
2871,38234,2
2872,45564,-2
2873,52352,1
2874,42863,2
2875,53279,2
2876,44244,3
2877,40879,4
2878,53449,4
2879,53409,-1
2880,48911,-2
2881,44954,-1
2882,41102,1
2883,38909,2
2884,44009,3
2885,49686,3
2886,45740,-1
2887,49271,-2
2888,42186,-3
2889,38858,-3
2890,40970,-4
2891,41765,-5
2892,46716,-6
2893,48459,1
2894,51350,2
2895,39583,3
2896,42514,4
2897,42519,1
2898,42278,2
2899,44855,-1
2900,46366,-1
2901,47126,1
2902,47950,-1
2903,38964,1
2904,40525,-1
2905,41324,-2
2906,44183,2
2907,44998,2
2908,44112,-1
2909,45931,1
2910,44712,2
2911,42307,-1
2912,43776,-2
2913,43644,-3
2914,46608,-4
2915,41836,1
2916,47378,-1
2917,45373,-2
2918,40899,1
2919,44759,2
2920,43588,3
2921,48411,4
2922,42801,-1
2923,46960,1
2924,43576,2
2925,50966,1
2926,49540,-1
2927,42380,1
2928,52728,-1
2929,47696,-2
2930,50640,-3
2931,48370,-4
2932,42859,-4
2933,41098,-5
2934,47438,-7
2935,40563,-8
2936,43468,-9
2937,46899,1
2938,43957,-1
2939,53297,1
2940,48609,2
2941,49522,-1
2942,44745,1
2943,48911,5
2944,47590,-1
2945,46441,1
2946,41820,2
2947,42457,3
2948,44352,-1
2949,43435,2
2950,53621,-1
2951,45983,-2
2952,48344,1
2953,52320,2
2954,53299,3
2955,51962,4
2956,42196,-1
2957,38373,1
2958,36501,2
2959,49438,-2
2960,48070,-3
2961,39822,-4
2962,35448,-5
2963,37960,-6
2964,45474,1
2965,46729,4
2966,53110,5
2967,48961,-1
2968,44606,1
2969,43471,1
2970,50215,2
2971,37314,-1
2972,47720,-2
2973,40719,1
2974,41717,4
2975,45034,4
2976,52850,-1
2977,44646,-2
2978,41248,2
2979,40653,3
2980,47427,-1
2981,45017,-2
2982,48322,-3
2983,47732,1
2984,46289,-1
2985,44250,-1
2986,43230,1
2987,44036,1
2988,43439,2
2989,42674,-1
2990,43266,-1
2991,47715,-1
2992,42330,1
2993,45967,-1
2994,43787,1
2995,50403,-1
2996,41605,1
2997,43126,2
2998,47245,3
2999,53159,-2
3000,40997,-3
3001,41999,1
3002,48017,1
3003,45225,-1
3004,41524,-2
3005,45636,1
3006,46083,1
3007,47497,-1
3008,44701,1
3009,47754,2
3010,44403,2
3011,50941,-1
3012,51426,-3
3013,47792,1
3014,53495,2
3015,52898,3
3016,53230,4
3017,46128,5
3018,46385,6
3019,52413,-1
3020,52455,-2
3021,52345,-3
3022,51355,1
3023,47192,-1
3024,47039,1
3025,48612,2
3026,51492,-1
3027,53632,-1
3028,52884,-2
3029,50161,-3
3030,51159,-4
3031,51093,-5
3032,46774,-6
3033,49419,1
3034,47432,-1
3035,47273,1
3036,53478,-1
3037,45938,1
3038,41866,2
3039,41243,2
3040,49394,3
3041,43791,5
3042,44306,6
3043,47527,7
3044,50211,-3
3045,50908,-4
3046,51297,1
3047,46909,-1
3048,39284,1
3049,39004,2
3050,45894,1
3051,45600,-1
3052,47383,1
3053,46979,2
3054,49911,-1
3055,44787,-2
3056,42805,1
3057,43719,1
3058,45884,-1
3059,44612,2
3060,43920,-1
3061,46650,1
3062,39759,-1
3063,40044,-2
3064,43302,1
3065,40986,-1
3066,47262,4
3067,52718,5
3068,47711,6
3069,48233,-2
3070,41303,-3
3071,53433,-4
3072,53706,1
3073,49541,-1
3074,41750,-2
3075,53904,-3
3076,42121,-4
3077,52187,-5
3078,41909,-6
3079,46172,1
3080,45725,2
3081,45207,-1
3082,48819,-1
3083,53139,-2
3084,53368,1
3085,53797,-1
3086,47871,1
3087,44933,-1
3088,44818,-1
3089,41686,-2
3090,45087,-3
3091,53598,-4
3092,53119,1
3093,50628,-1
3094,45229,-2
3095,46734,1
3096,44987,2
3097,42402,-1
3098,43923,-1
3099,48247,-2
3100,47559,-3
3101,53528,-4
3102,43252,-5
3103,45150,-1
3104,48965,1
3105,52394,2
3106,48517,-1
3107,45206,-2
3108,46651,1
3109,40317,-1
3110,45970,1
3111,49537,1
3112,50141,2
3113,52458,-2
3114,53536,-3
3115,50250,-4
3116,47816,1
3117,42266,-1
3118,50626,1
3119,43815,-1
3120,40477,-2
3121,42887,-3
3122,51170,-4
3123,43643,6
3124,53922,-1
3125,45235,1
3126,52974,1
3127,45406,-1
3128,42691,-2
3129,50748,1
3130,47877,2
3131,52875,-1
3132,43393,-2
3133,47337,-2
3134,53707,1
3135,42851,-1
3136,43533,1
3137,53647,2
3138,45667,3
3139,46460,1
3140,41671,-1
3141,47816,2
3142,45713,-1
3143,40559,1
3144,47848,2
3145,54307,3
3146,53507,-1
3147,49162,1
3148,44970,2
3149,46631,3
3150,51596,-1
3151,53817,1
3152,42479,-1
3153,48219,1
3154,43802,2
3155,43742,3
3156,54044,-1
3157,53096,-2
3158,50023,-3
3159,52969,-3
3160,53327,1
3161,53801,2
3162,49790,-1
3163,53610,1
3164,44171,-1
3165,52471,-2
3166,53778,-3
3167,47469,1
3168,53725,2
3169,53731,3
3170,53181,-1
3171,50780,-1
3172,54010,-2
3173,44110,-3
3174,45254,-4
3175,53070,-5
3176,48994,-6
3177,49538,-7
3178,52606,-8
3179,44619,1
3180,52030,-1
3181,44106,1
3182,49796,-2
3183,53775,-2
3184,53803,-3
3185,53828,-4
3186,45910,-1
3187,52231,-1
3188,45761,-2
3189,53317,-4
3190,53870,1
3191,52310,2
3192,48663,1
3193,48253,-1
3194,53704,-1
3195,50705,-2
3196,47948,1
3197,41245,-1
3198,38863,1
3199,25982,2
3200,28055,2
3201,33044,-1
3202,33672,1
3203,27940,4
3204,27502,4
3205,25684,5
3206,28535,6
3207,32265,-1
3208,36547,-2
3209,27623,1
3210,32012,-1
3211,29724,-2
3212,34681,4
3213,36764,5
3214,35641,6
3215,29313,-1
3216,31606,-2
3217,33024,-2
3218,41382,-3
3219,41343,1
3220,41422,-1
3221,33026,-2
3222,33223,1
3223,35903,2
3224,30042,5
3225,37165,-1
3226,36612,-2
3227,30086,1
3228,28072,3
3229,32363,-1
3230,35045,1
3231,31319,2
3232,36244,2
3233,37510,3
3234,37644,-1
3235,36764,2
3236,27473,3
3237,30029,4
3238,36356,6
3239,37793,7
3240,36402,-1
3241,37479,2
3242,35009,-1
3243,40087,1
3244,34280,2
3245,35287,-1
3246,35014,1
3247,30036,-1
3248,30554,-2
3249,32272,1
3250,35440,2
3251,39151,-1
3252,31345,1
3253,27136,-1
3254,27096,1
3255,28640,-1
3256,30178,-1
3257,33024,-2
3258,32779,1
3259,33071,1
3260,35788,-1
3261,31563,-2
3262,24384,-3
3263,27438,-4
3264,29000,1
3265,28790,-1
3266,28002,-1
3267,33051,1
3268,33612,2
3269,24666,-1
3270,28280,1
3271,24661,-1
3272,29424,-1
3273,30386,-1
3274,30849,-1
3275,41075,1
3276,31696,-1
3277,35157,1
3278,24865,-1
3279,25878,-1
3280,25758,1
3281,27032,2
3282,27380,-1
3283,32819,1
3284,26546,1
3285,25581,1
3286,22232,2
3287,32288,3
3288,29333,-1
3289,23433,-2
3290,35948,-3
3291,31464,1
3292,26312,-1
3293,23721,-5
3294,24527,1
3295,26835,2
3296,33882,2
3297,29337,-1
3298,30791,-2
3299,24490,1
3300,26198,2
3301,25234,3
3302,30074,4
3303,28301,4
3304,28114,-1
3305,21015,1
3306,29513,3
3307,31538,-1
3308,36213,1
3309,37019,3
3310,38813,3
3311,30168,-1
3312,42020,5
3313,42042,6
3314,41513,7
3315,37304,-1
3316,41166,-2
3317,34695,1
3318,32411,2
3319,35448,3
3320,30770,-1
3321,37416,1
3322,28862,3
3323,33297,4
3324,30607,7
3325,33556,8
3326,29853,-1
3327,21814,-2
3328,24619,-2
3329,39589,-3
3330,32348,1
3331,24470,1
3332,28234,2
3333,25949,-1
3334,22736,1
3335,29335,1
3336,30806,2
3337,27905,3
3338,27562,-1
3339,25953,-1
3340,27639,-2
3341,30443,-3
3342,33502,-4
3343,27015,1
3344,25359,2
3345,26885,3
3346,22205,-1
3347,32437,-1
3348,32796,1
3349,28651,-1
3350,30027,-2
3351,28816,-3
3352,39526,-1
3353,27855,-2
3354,23970,-3
3355,26927,1
3356,34614,2
3357,30544,1
3358,33844,2
3359,23866,3
3360,20192,4
3361,20623,-1
3362,20660,-2
3363,26995,-3
3364,30253,1
3365,29107,-1
3366,20061,-1
3367,22268,1
3368,22659,-1
3369,29943,-2
3370,24109,2
3371,24498,2
3372,28745,3
3373,28361,4
3374,32122,5
3375,25487,-1
3376,30064,-2
3377,27069,1
3378,27914,2
3379,23559,-1
3380,25830,1
3381,34716,6
3382,27988,7
3383,40134,8
3384,29014,9
3385,32587,10
3386,29855,-1
3387,40191,-2
3388,42122,-3
3389,42364,1
3390,42516,-1
3391,28687,-2
3392,28409,1
3393,27956,1
3394,26096,2
3395,25920,-1
3396,30806,-1
