,Attendance,Streak_Same_Mkt_Team
3397,33503,-2
3398,31184,-3
3399,26735,-4
3400,36236,1
3401,35517,-1
3402,28968,-1
3403,26193,-2
3404,28985,1
3405,25101,2
3406,30388,3
3407,24891,4
3408,23833,1
3409,27633,-1
3410,22204,-2
3411,22544,-3
3412,25513,-3
3413,29906,1
3414,25071,-1
3415,24071,-1
3416,25603,1
3417,23161,-1
3418,21923,1
3419,22596,1
3420,21205,-1
3421,20527,2
3422,21741,2
3423,20010,4
3424,25446,5
3425,30332,6
3426,26923,7
3427,22072,-1
3428,25286,1
3429,22890,-1
3430,31506,1
3431,22239,-1
3432,21519,-2
3433,24935,1
3434,28474,-1
3435,29780,-2
3436,26675,-1
3437,24325,1
3438,26225,2
3439,21135,-2
3440,24130,1
3441,24851,-1
3442,21582,1
3443,29248,2
3444,28990,3
3445,23394,-1
3446,21470,-2
3447,20147,1
3448,25153,2
3449,31160,3
3450,28404,4
3451,23038,2
3452,23183,3
3453,30415,-1
3454,32325,-2
3455,27622,1
3456,27296,2
3457,32911,-1
3458,31877,-2
3459,20338,-1
3460,21747,1
3461,21581,2
3462,23331,-1
3463,25471,-2
3464,32213,-3
3465,27004,-4
3466,30256,-5
3467,28363,-2
3468,26426,-3
3469,33366,-4
3470,22240,-5
3471,21500,1
3472,41257,2
3473,24224,3
3474,35021,-2
3475,26722,-3
3476,32127,1
3477,25111,-1
3478,24355,-2
3479,28194,1
3480,35793,-1
3481,31032,1
3482,25095,-1
3483,25658,1
3484,27198,-2
3485,27581,-3
3486,26618,-4
3487,25863,1
3488,22935,3
3489,37023,5
3490,35636,-1
3491,32084,-2
3492,25784,1
3493,25700,-1
3494,24447,1
3495,22008,-1
3496,20174,1
3497,20307,-1
3498,20151,1
3499,20484,2
3500,20562,3
3501,25175,-1
3502,25165,-2
3503,24343,-3
3504,23698,-4
3505,22897,1
3506,21350,-3
3507,25276,-4
3508,29326,1
3509,41891,2
3510,29146,-1
3511,20561,-2
3512,35845,1
3513,25424,2
3514,26928,-1
3515,33199,5
3516,31476,-1
3517,33131,-2
3518,20382,1
3519,20220,1
3520,21981,2
3521,22669,-1
3522,21171,1
3523,21492,-1
3524,26861,1
3525,30036,2
3526,29170,3
3527,28926,-1
3528,35577,-4
3529,40133,1
3530,22288,4
3531,23721,-2
3532,23416,1
3533,24551,-2
3534,30785,1
3535,29309,2
3536,20263,3
3537,34839,-1
3538,20206,-2
3539,20170,1
3540,22155,2
3541,28085,3
3542,38269,4
3543,38987,-1
3544,25751,-3
3545,23367,-4
3546,30377,1
3547,24418,2
3548,25213,-1
3549,20836,1
3550,20671,2
3551,21327,-1
3552,23528,1
3553,25914,-1
3554,35283,-2
3555,28187,1
3556,26525,-2
3557,27069,-3
3558,37647,1
3559,28905,-1
3560,33687,-2
3561,32408,1
3562,27187,2
3563,21200,-3
3564,21364,-3
3565,22782,-4
3566,25016,-4
3567,30744,-5
3568,27938,1
3569,23271,2
3570,22406,5
3571,22014,-1
3572,22154,1
3573,25250,-1
3574,28053,1
3575,27159,-1
3576,21710,-1
3577,21035,-1
3578,21260,-2
3579,21111,1
3580,25792,2
3581,28849,-1
3582,31553,1
3583,23027,-1
3584,21602,-2
3585,23892,-3
3586,27729,1
3587,34886,2
3588,34897,-1
3589,43947,1
3590,39489,2
3591,21052,-1
3592,20556,-2
3593,38753,-2
3594,41844,1
3595,41234,2
3596,21033,-1
3597,20971,1
3598,23980,2
3599,21689,-1
3600,33178,-1
3601,39730,1
3602,41048,2
3603,20534,-1
3604,21667,1
3605,27554,-3
3606,30208,-4
3607,32422,1
3608,23338,-1
3609,21157,-1
3610,23726,-2
3611,32783,-3
3612,30946,-6
3613,21064,1
3614,24406,2
3615,33880,-1
3616,39095,-2
3617,28711,1
3618,23155,6
3619,24436,7
3620,25143,-1
3621,32554,-1
3622,37734,-2
3623,36340,-3
3624,22172,1
3625,24522,-1
3626,28109,-1
3627,32531,1
3628,29640,2
3629,27084,-2
3630,23906,-3
3631,27207,1
3632,28243,2
3633,36038,3
3634,28259,-1
3635,34222,3
3636,36066,4
3637,39744,-1
3638,36093,1
3639,26034,3
3640,24804,4
3641,35604,-1
3642,36164,-2
3643,42996,1
3644,35374,-1
3645,27194,-3
3646,25611,-3
3647,37175,-4
3648,36573,-5
3649,38495,1
3650,38878,2
3651,40250,3
3652,39401,-2
3653,43255,1
3654,38938,2
3655,34233,3
3656,30104,-1
3657,32464,1
3658,27320,1
3659,25633,2
3660,25161,-1
3661,43602,1
3662,43630,-1
3663,43571,1
3664,26362,2
3665,26227,-1
3666,28931,1
3667,41480,1
3668,41631,-2
3669,44099,2
3670,37083,-1
3671,37233,1
3672,24318,1
3673,28923,1
3674,22113,2
3675,30250,-1
3676,26978,1
3677,31481,-1
3678,39764,-2
3679,44466,-3
3680,39077,-4
3681,23847,-5
3682,27356,-5
3683,31783,-6
3684,36701,-1
3685,30100,-2
3686,39494,1
3687,36239,2
3688,39688,3
3689,40173,4
3690,43462,-2
3691,42227,1
3692,42287,-1
3693,38339,1
3694,32781,-1
3695,34160,-2
3696,35124,-2
3697,32117,-3
3698,33052,-4
3699,40148,1
3700,32134,2
3701,41576,3
3702,40122,-1
3703,35185,-2
3704,40122,1
3705,34294,2
3706,41151,-1
3707,36137,-2
3708,30424,1
3709,29477,-1
3710,26191,1
3711,37569,-1
3712,35030,1
3713,36953,-1
3714,35778,1
3715,37116,2
3716,37851,3
3717,38292,-1
3718,40035,-1
3719,42207,-2
3720,36279,-3
3721,42125,-4
3722,42819,1
3723,31884,1
3724,31277,-1
3725,39271,1
3726,24422,2
3727,36854,3
3728,26612,4
3729,31111,2
3730,35832,3
3731,32033,4
3732,32188,-1
3733,32634,-2
3734,33471,1
3735,29330,2
3736,32040,2
3737,36118,-1
3738,30257,-2
3739,33338,-2
3740,36941,-3
3741,28926,-4
3742,29665,-5
3743,30761,-5
3744,32187,1
3745,35759,2
3746,37873,-1
3747,39995,-2
3748,35093,-3
3749,44384,-1
3750,28113,1
3751,23100,-1
3752,27891,-1
3753,33936,-2
3754,27420,-3
3755,23536,8
3756,22243,-1
3757,24656,1
3758,34773,1
3759,42145,-1
3760,27044,1
3761,22819,-1
3762,23243,1
3763,25618,2
3764,33339,3
3765,39197,4
3766,28453,5
3767,29030,6
3768,31066,-1
3769,36542,-1
3770,37264,-2
3771,39501,-3
3772,24337,2
3773,23933,-1
3774,24131,1
3775,34830,2
3776,24457,-1
3777,26517,1
3778,35123,-1
3779,33047,1
3780,34035,-1
3781,35323,1
3782,33268,5
3783,32651,6
3784,34566,-1
3785,30319,-2
3786,37919,-3
3787,38059,-4
3788,40459,-5
3789,37134,-1
3790,33080,1
3791,30343,-1
3792,27582,-1
3793,34783,-2
3794,28745,1
3795,29977,-1
3796,29964,-2
3797,32228,1
3798,39640,-1
3799,26969,1
3800,39629,2
3801,29037,-1
3802,41187,-3
3803,40060,-4
3804,27077,1
3805,37326,2
3806,34222,-1
3807,42260,2
3808,42549,3
3809,25958,4
3810,30171,-1
3811,26464,1
3812,24265,-1
3813,25220,-1
3814,31277,1
3815,25284,2
3816,28808,2
3817,22230,3
3818,19617,-1
3819,21274,-1
3820,25864,1
3821,30661,-1
3822,27590,1
3823,28095,3
3824,34455,-1
3825,29057,1
3826,21938,1
3827,28617,2
3828,36098,2
3829,22486,-1
3830,21397,-2
3831,21328,1
3832,34921,-1
3833,40965,1
3834,26035,1
3835,22829,1
3836,22724,2
3837,23117,-1
3838,22527,-1
3839,23528,1
3840,26882,2
3841,34030,3
3842,37550,4
3843,33580,5
3844,28967,2
3845,28400,-1
3846,31285,-1
3847,39515,-2
3848,34894,1
3849,22505,2
3850,22195,3
3851,24808,-1
3852,34458,2
3853,37183,2
3854,32817,3
3855,34946,4
3856,25342,-1
3857,30366,1
3858,42961,2
3859,43603,3
3860,36171,4
3861,32565,4
3862,37705,-1
3863,34060,-2
3864,22135,-3
3865,24501,1
3866,24506,2
3867,24236,2
3868,32986,-1
3869,24653,1
3870,24139,2
3871,22416,1
3872,22137,-1
3873,28120,1
3874,26558,2
3875,30438,-1
3876,26572,1
3877,21731,1
3878,21925,-1
3879,30963,1
3880,24525,-1
3881,25101,-2
3882,36946,-3
3883,27134,-4
3884,21644,-5
3885,22207,1
3886,24287,2
3887,24811,3
3888,24999,3
3889,28157,4
3890,25584,-1
3891,23763,-1
3892,29868,1
3893,23192,3
3894,23379,-1
3895,25094,1
3896,24153,2
3897,20849,1
3898,20423,-1
3899,22640,-2
3900,21943,1
3901,23205,2
3902,24824,-1
3903,27045,1
3904,43928,2
3905,28346,3
3906,44424,-2
3907,35156,1
3908,40681,2
3909,22126,-1
3910,20946,-2
3911,25293,3
3912,26049,4
3913,27685,5
3914,28131,-1
3915,40610,1
3916,25756,2
3917,20766,3
3918,20836,3
3919,22119,-1
3920,21445,-2
3921,25194,1
3922,32501,2
3923,22335,1
3924,24631,2
3925,27188,3
3926,29962,4
3927,27082,5
3928,40691,5
3929,31414,7
3930,24878,-1
3931,23357,-2
3932,28857,-3
3933,27520,1
3934,29077,-1
3935,29531,-2
3936,31862,-1
3937,28560,-2
3938,32589,-3
3939,37054,1
3940,36421,3
3941,40809,3
3942,31743,4
3943,42150,5
3944,43323,-1
3945,32546,2
3946,31350,3
3947,34247,-1
3948,33199,-2
3949,32252,1
3950,37822,2
3951,33776,-1
3952,39944,-2
3953,32976,-3
3954,29645,5
3955,27479,6
3956,26349,7
3957,39602,9
3958,43875,-1
3959,41000,-2
3960,33800,-1
3961,28349,-2
3962,30998,-3
3963,31437,-4
3964,38300,1
3965,30170,-1
3966,34158,2
3967,33987,3
3968,38389,4
3969,28107,2
3970,28848,-1
3971,30264,1
3972,21337,2
3973,20843,3
3974,21841,-1
3975,21856,-1
3976,36097,2
3977,39264,-1
3978,31521,1
3979,21189,2
3980,21766,2
3981,21471,-1
3982,21729,-2
3983,26264,-2
3984,32210,1
3985,31523,-1
3986,49293,-2
3987,42372,-3
3988,44722,-4
3989,42145,1
3990,44963,-1
3991,44121,1
3992,44783,7
3993,45265,8
3994,45303,-1
3995,41571,-2
3996,43260,-3
3997,43425,1
3998,45195,-2
3999,46347,-3
4000,46628,-4
4001,48271,-5
4002,47734,1
4003,43283,-1
4004,45483,-2
4005,44634,5
4006,46599,-1
4007,45706,-2
4008,44976,1
4009,43059,-1
4010,44465,1
4011,44927,-1
4012,46883,1
4013,46159,2
4014,46832,3
4015,47135,4
4016,47414,5
4017,47204,6
4018,49220,7
4019,49073,8
4020,49240,-1
4021,45780,-1
4022,46309,-2
4023,45591,1
4024,45792,-1
4025,46364,1
4026,46810,-1
4027,47524,-1
4028,48957,-2
4029,46969,-3
4030,47775,-1
4031,47521,-2
4032,47484,-3
4033,46801,-4
4034,48138,1
4035,47890,-1
4036,47034,-1
4037,46480,-2
4038,47659,1
4039,49555,-1
4040,49716,-2
4041,49096,1
4042,49476,-1
4043,46098,-2
4044,46906,1
4045,46479,-1
4046,48143,1
4047,46493,-1
4048,48158,1
4049,46778,2
4050,46356,1
4051,44575,-1
4052,45222,-2
4053,44644,-3
4054,44739,1
4055,47478,-1
4056,47737,-2
4057,46103,1
4058,46432,-1
4059,44163,1
4060,47437,-3
4061,46609,-3
4062,46986,-4
4063,47646,-5
4064,49457,-5
4065,49558,-6
4066,49199,1
4067,41462,-1
4068,40574,1
4069,40311,2
4070,40267,2
4071,41512,-1
4072,42171,-2
4073,40517,-3
4074,40814,-4
4075,41876,-5
4076,40811,-7
4077,40506,4
4078,40785,4
4079,40586,5
4080,40081,6
4081,40830,-1
4082,42460,-2
4083,43363,-3
4084,41275,-2
4085,40164,1
4086,41790,1
4087,48254,2
4088,48790,3
4089,46945,-1
4090,47874,2
4091,48286,3
4092,48293,-1
4093,41946,-2
4094,41519,-2
4095,43201,-3
4096,48450,2
4097,47863,3
4098,48845,-1
4099,45679,1
4100,47048,2
4101,46791,-1
4102,43551,1
4103,43457,-1
4104,45969,1
4105,47487,2
4106,46028,2
4107,46900,-1
4108,47894,1
4109,45575,2
4110,46450,3
4111,46903,4
4112,47787,4
4113,48103,1
4114,47350,-1
4115,46921,-1
4116,46188,1
4117,45586,-1
4118,44365,-2
4119,46132,1
4120,47090,2
4121,46499,4
4122,43190,5
4123,46913,-1
4124,46466,1
4125,46967,2
4126,47431,-1
4127,47894,-2
4128,47804,-3
4129,47343,-4
4130,47271,-5
4131,46369,1
4132,47240,2
4133,47744,3
4134,47464,-1
4135,45069,1
4136,44573,-1
4137,40104,1
4138,40045,1
4139,46944,1
4140,45586,-1
4141,47470,-2
4142,49556,1
4143,49072,3
4144,49386,-2
4145,46829,1
4146,41055,2
4147,40218,-1
4148,40194,1
4149,36831,-1
4150,40327,-2
4151,41200,3
4152,44686,-1
4153,43084,1
4154,36890,2
4155,37790,-1
4156,39360,-2
4157,37086,3
4158,38024,4
4159,37720,5
4160,37226,5
4161,43954,-1
4162,41631,1
4163,42015,1
4164,45302,-1
4165,45622,-2
4166,39229,1
4167,37674,-1
4168,40407,1
4169,40537,-1
4170,38370,-2
4171,39891,-3
4172,48566,1
4173,48575,-1
4174,49010,-2
4175,42709,-3
4176,41219,1
4177,45094,2
4178,42290,-2
4179,43006,-3
4180,45099,-4
4181,44041,1
4182,44265,2
4183,46895,3
4184,48324,4
4185,47873,-1
4186,47789,-2
4187,46679,-3
4188,42819,-4
4189,44975,-4
4190,45986,-5
4191,49571,1
4192,49573,-1
4193,48526,-2
4194,43052,1
4195,42821,2
4196,44593,-1
4197,45872,2
4198,47067,-1
4199,45878,1
4200,45676,1
4201,44533,1
4202,45921,-1
4203,47645,-2
4204,49422,1
4205,49466,-1
4206,48620,1
4207,42962,2
4208,42472,2
4209,46010,3
4210,43352,-1
4211,46122,1
4212,46501,2
4213,45200,-6
4214,46856,1
4215,43489,-1
4216,39997,-3
4217,40511,-4
4218,40759,-5
4219,44026,1
4220,43867,2
4221,45478,-2
4222,41564,-3
4223,47393,-4
4224,40216,1
4225,40611,2
4226,35033,-2
4227,41851,1
4228,34154,2
4229,34107,2
4230,34369,-2
4231,36033,-2
4232,31445,1
4233,36151,-1
4234,40258,-2
4235,36872,-3
4236,34262,-4
4237,34301,-5
4238,34117,-6
4239,38090,1
4240,41349,2
4241,38134,2
4242,41267,-4
4243,34081,-5
4244,35392,-6
4245,40008,1
4246,45577,2
4247,43681,3
4248,44207,4
4249,45141,5
4250,48784,-1
4251,43613,-2
4252,40007,-3
4253,36208,-3
4254,42477,-4
4255,41320,2
4256,37649,-1
4257,41123,1
4258,46013,2
4259,46054,-1
4260,41674,1
4261,38264,-1
4262,42138,1
4263,43396,-2
4264,42678,1
4265,40218,-1
4266,35057,1
4267,35797,2
4268,35781,3
4269,40381,4
4270,40247,4
4271,40301,-1
4272,43131,-2
4273,44486,1
4274,43424,-1
4275,47714,-2
4276,46545,3
4277,45728,-1
4278,42439,1
4279,37146,2
4280,35013,-1
4281,38379,-2
4282,44682,-3
4283,37190,1
4284,36140,2
4285,40116,-1
4286,45169,1
4287,42836,2
4288,40361,3
4289,40125,-1
4290,33215,-2
4291,36082,-3
4292,40481,1
4293,44117,1
4294,49046,-1
4295,43078,-2
4296,41734,-1
4297,42420,1
4298,49197,2
4299,43407,-1
4300,37260,1
4301,48675,2
4302,48142,-1
4303,35864,-1
4304,39412,1
4305,42821,-1
4306,44121,1
4307,48572,-1
4308,46081,1
4309,36569,2
4310,38358,2
4311,40908,3
4312,40028,-1
4313,37484,1
4314,43121,2
4315,33580,-1
4316,43325,-2
4317,41122,-3
4318,46517,1
4319,45958,2
4320,47353,-3
4321,46858,1
4322,42245,3
4323,44346,-1
4324,42449,1
4325,41539,2
4326,41677,3
4327,37734,-1
4328,44346,-2
4329,41834,-1
4330,41342,-2
4331,40169,1
4332,46197,2
4333,47165,-1
4334,47493,1
4335,48522,-2
4336,48433,-3
4337,48124,1
4338,36052,-1
4339,35866,-2
4340,42343,-3
4341,47372,3
4342,47606,4
4343,43115,-1
4344,45278,-2
4345,37669,-3
4346,37585,1
4347,45105,2
4348,44237,-1
4349,46166,1
4350,45063,-1
4351,41603,-1
4352,40078,-2
4353,40067,1
4354,47013,-1
4355,43972,-2
4356,47376,1
4357,46152,2
4358,40015,-2
4359,42102,-3
4360,41767,1
4361,43811,1
4362,47594,-1
4363,43366,-2
4364,40334,-1
4365,40007,1
4366,44708,2
4367,36284,2
4368,45262,3
4369,48110,-1
4370,31188,2
4371,31591,3
4372,32627,4
4373,34279,-1
4374,40059,-1
4375,47292,1
4376,48144,2
4377,35614,3
4378,43201,3
4379,46056,-1
4380,48613,-1
4381,31020,1
4382,32152,-1
4383,41292,1
4384,46678,-1
4385,43019,-2
4386,45310,11
4387,47909,-1
4388,47510,1
4389,34590,-1
4390,36934,1
4391,30055,-1
4392,39816,2
4393,38731,2
4394,41280,-1
4395,39059,1
4396,40008,1
4397,42067,-1
4398,45681,-2
4399,36031,-3
4400,33414,1
4401,32734,2
4402,40310,1
4403,40096,-1
4404,43178,-2
4405,36613,1
4406,39847,-1
4407,43048,3
4408,38239,-1
4409,44588,-2
4410,48092,-3
4411,38691,-4
4412,36883,-5
4413,36198,-5
4414,45877,-6
4415,43141,-3
4416,35508,1
4417,35050,-1
4418,32337,2
4419,41626,-1
4420,40084,1
4421,47086,4
4422,46119,-1
4423,42926,-2
4424,37993,-1
4425,43887,1
4426,46875,-1
4427,48522,4
4428,47489,5
4429,48608,6
4430,42839,6
4431,45255,7
4432,42034,-1
4433,38493,-3
4434,38007,-3
4435,38086,1
4436,36129,-1
4437,35940,-1
4438,47031,1
4439,46945,2
4440,37125,3
4441,38015,4
4442,37259,5
4443,32530,1
4444,35030,-1
4445,35299,1
4446,31039,-1
4447,30785,1
4448,30038,2
4449,40220,4
4450,39127,6
4451,35132,-2
4452,37316,1
4453,39134,2
4454,38690,3
4455,39476,4
4456,38512,4
4457,39328,-1
4458,40033,-2
4459,47820,-1
4460,37493,1
4461,30003,1
4462,35531,1
4463,38574,2
4464,43856,-1
4465,31952,2
4466,37396,3
4467,33818,-1
4468,31843,-1
4469,40714,1
4470,40981,2
4471,45756,-1
4472,47822,-2
4473,41869,1
4474,41243,2
4475,39128,3
4476,31226,-1
4477,35944,1
4478,34264,-1
4479,39691,-2
4480,41979,-3
4481,35174,4
4482,38959,-1
4483,38391,1
4484,34648,-1
4485,31034,-1
4486,31557,-2
4487,34971,1
4488,40011,2
4489,38050,3
4490,47474,-1
4491,34760,-3
4492,40104,1
4493,44808,-1
4494,40075,1
4495,38673,2
4496,32914,-1
4497,32373,-2
4498,39875,-3
4499,39934,-4
4500,47439,-3
4501,48329,1
4502,42884,-1
4503,31102,1
4504,31192,-1
4505,35681,1
4506,42476,-1
4507,45304,-1
4508,46727,1
4509,34143,-1
4510,48339,1
4511,48153,-1
4512,39252,1
4513,37264,-1
4514,39720,-2
4515,46459,-3
4516,41682,-4
4517,41473,1
4518,36015,2
4519,31874,-1
4520,37736,1
4521,38423,1
4522,38843,2
4523,38002,3
4524,42141,2
4525,27532,3
4526,30501,4
4527,27631,5
4528,30194,5
4529,33460,6
4530,33087,-1
4531,32058,1
4532,32615,-1
4533,30254,1
4534,35161,-1
4535,35520,1
4536,41597,2
4537,33955,2
4538,33222,3
4539,33277,4
4540,46955,1
4541,38002,3
4542,34772,4
4543,39102,5
4544,43031,-1
4545,31706,-2
4546,28181,-3
4547,30075,-3
4548,30014,-4
4549,36912,-6
4550,37303,1
4551,41022,2
4552,25566,-1
4553,30058,1
4554,35559,-1
4555,39050,-1
4556,41150,-1
4557,47883,-3
4558,35005,-1
4559,35931,-1
4560,34610,1
4561,39044,-2
4562,40218,1
4563,45232,-1
4564,41516,-1
4565,44380,-2
4566,46194,1
4567,46031,1
4568,45232,-1
4569,46348,1
4570,39853,-1
4571,43051,-3
4572,39602,-4
4573,40225,1
4574,46625,2
4575,46616,-1
4576,44018,-2
4577,38691,-3
4578,43472,-3
4579,40224,1
4580,43952,-1
4581,44268,1
4582,42421,2
4583,44033,-1
4584,40470,-2
4585,43015,1
4586,41547,-1
4587,39904,-2
4588,43238,-2
4589,43379,-3
4590,46509,1
4591,47241,2
4592,46610,-1
4593,45619,1
4594,46474,-1
4595,42057,-1
4596,39810,1
4597,40112,-1
4598,36253,1
4599,43309,1
4600,42332,-1
4601,46536,-1
4602,46717,-3
4603,37128,-3
4604,40460,-4
4605,40114,-5
4606,38189,1
4607,30425,2
4608,30218,-1
4609,30099,-2
4610,40023,-2
4611,30434,1
4612,30549,2
4613,32933,3
4614,35735,3
4615,39457,-1
4616,37428,1
4617,46776,-1
4618,40028,1
4619,33653,2
4620,34244,3
4621,34388,3
4622,37096,4
4623,32525,1
4624,34005,-1
4625,36665,1
4626,39197,-1
4627,40986,1
4628,43628,-1
4629,39249,-1
4630,39025,-1
4631,39243,1
4632,40758,-1
4633,46869,-3
4634,43075,-4
4635,40107,-5
4636,45773,1
4637,47088,-1
4638,46899,-2
4639,43093,-2
4640,41859,1
4641,40538,1
4642,46056,1
4643,44565,-1
4644,46109,-2
4645,46583,-3
4646,45458,1
4647,45229,-1
4648,44220,1
4649,45030,-1
4650,45066,-2
4651,45112,-3
4652,46249,-4
4653,46400,1
4654,45122,3
4655,46047,-1
4656,46658,-2
4657,47120,-1
4658,47125,-2
4659,46795,-3
4660,43792,1
4661,45448,1
4662,46658,-1
4663,47175,-1
4664,47102,1
4665,46965,2
4666,45043,-1
4667,46192,-2
4668,46473,1
4669,47206,-1
4670,43455,1
4671,45198,1
4672,45933,2
4673,41304,-1
4674,47233,1
4675,40393,2
4676,42716,-1
4677,41033,1
4678,42121,-1
4679,44778,-2
4680,43176,1
4681,41456,-1
4682,40015,-2
4683,40887,-3
4684,37195,1
4685,41026,1
4686,42816,-1
4687,43721,1
4688,40138,2
4689,43130,4
4690,41758,-1
4691,38695,1
4692,43297,-1
4693,47351,-2
4694,39903,1
4695,40185,2
4696,43606,-1
4697,42203,1
4698,38419,2
4699,32036,-1
4700,32018,1
4701,33038,2
4702,40913,2
4703,41176,3
4704,40104,-1
4705,45008,1
4706,44106,-1
4707,39106,-2
4708,39668,-2
4709,42013,1
4710,40523,-1
4711,35911,1
4712,43123,-1
4713,38603,-2
4714,37423,-3
4715,36851,-4
4716,38774,1
4717,37016,-1
4718,41281,-2
4719,43079,-3
4720,43032,-4
4721,46254,2
4722,37028,-1
4723,40918,1
4724,45556,-2
4725,46307,1
4726,40068,-1
4727,41538,2
4728,39042,-1
4729,40479,-2
4730,41144,1
4731,41030,-1
4732,41166,-2
4733,46034,1
4734,46769,2
4735,37204,-1
4736,40119,-2
4737,40578,-3
4738,47162,-1
4739,43472,-2
4740,42303,1
4741,43173,2
4742,40401,2
4743,40504,4
4744,44316,-1
4745,41499,-2
4746,41841,1
4747,47281,4
4748,43979,5
4749,46932,7
4750,46625,-1
4751,47267,1
4752,42843,-1
4753,41284,-1
4754,43909,-2
4755,44654,-3
4756,45015,1
4757,47347,-1
4758,45682,1
4759,47265,-6
4760,44462,1
4761,42860,2
4762,40015,-1
4763,33711,1
4764,36082,-1
4765,41026,-2
4766,38106,1
4767,42056,2
4768,45270,2
4769,43602,3
4770,44583,-1
4771,10090,1
4772,18194,2
4773,12464,3
4774,17382,1
4775,12225,1
4776,15072,-1
4777,14451,1
4778,19849,-2
4779,30211,-3
4780,21986,-4
4781,11547,-4
4782,15873,1
4783,16946,2
4784,8874,-1
4785,10135,-1
4786,15403,1
4787,19193,3
4788,15493,-1
4789,12228,-2
4790,10051,3
4791,10512,-1
4792,19284,1
4793,24146,-1
4794,33369,-2
4795,35067,-3
4796,35067,-4
4797,21703,1
4798,16421,2
4799,20059,-1
4800,10071,1
4801,11860,2
4802,18285,3
4803,12328,-1
4804,11088,1
4805,12136,1
4806,20824,2
4807,11154,-2
4808,25068,1
4809,15238,-1
4810,27405,-1
4811,20473,1
4812,31518,2
4813,13156,4
4814,30035,-1
4815,15164,1
4816,19341,-1
4817,20271,1
4818,30456,2
4819,15103,1
4820,17439,2
4821,17148,3
4822,10047,3
4823,10670,3
4824,22325,4
4825,26388,-2
4826,16104,1
4827,18050,-1
4828,10136,-1
4829,13237,-1
4830,18046,-2
4831,10118,-3
4832,13207,1
4833,16202,2
4834,18749,-1
4835,23401,2
4836,14227,-1
4837,16413,1
4838,11581,2
4839,10067,3
4840,15180,4
4841,19139,1
4842,22932,2
4843,19806,-1
4844,10090,1
4845,11158,1
4846,16056,2
4847,10815,-1
4848,13539,1
4849,20136,2
4850,21030,-1
4851,36067,-1
4852,15088,-2
4853,22292,1
4854,11129,2
4855,21853,2
4856,16265,3
4857,16460,4
4858,25230,1
4859,29045,2
4860,17226,1
4861,27285,-1
4862,15178,1
4863,9193,-1
4864,10135,-2
4865,13872,1
4866,14353,2
4867,12690,6
4868,17291,-1
4869,19018,1
4870,11061,1
4871,12190,-1
4872,15355,-2
4873,22320,1
4874,12110,-3
4875,23795,1
4876,15373,-1
4877,35067,-2
4878,22581,1
4879,25469,-1
4880,11439,1
4881,16392,2
4882,11775,3
4883,36067,-1
4884,36067,-2
4885,36067,-3
4886,12124,5
4887,17006,6
4888,18395,-1
4889,12216,-2
4890,30338,1
4891,13822,2
4892,15566,-1
4893,11153,-2
4894,19491,-3
4895,18470,3
4896,27379,4
4897,26115,-1
4898,11053,2
4899,12166,2
4900,18640,-1
4901,16466,1
4902,25656,2
4903,19605,-1
4904,22452,-2
4905,20288,-1
4906,25160,-2
4907,15107,1
4908,10122,2
4909,12325,-1
4910,20448,-2
4911,12220,1
4912,13174,-1
4913,28434,-2
4914,16811,-3
4915,14972,1
4916,19732,2
4917,19384,-1
4918,14577,-2
4919,12064,1
4920,13132,2
4921,12858,1
4922,13212,2
4923,14743,3
4924,10925,4
4925,31022,5
4926,19451,6
4927,18405,7
4928,13635,8
4929,19589,-1
4930,14090,1
4931,16612,-1
4932,10054,-3
4933,10670,1
4934,12390,1
4935,14340,2
4936,25258,3
4937,24049,-1
4938,10574,-1
4939,11184,2
4940,13032,-1
4941,10784,-1
4942,14815,1
4943,11513,-1
4944,26721,-1
4945,20077,-2
4946,17147,1
4947,11292,-1
4948,12894,1
4949,23617,2
4950,33559,1
4951,27112,-1
4952,25078,-2
4953,10120,3
4954,11861,4
4955,15044,-1
4956,14779,1
4957,24528,-1
4958,17135,1
4959,21631,-1
4960,20244,1
4961,25383,-1
4962,23337,-2
4963,35067,-2
4964,36067,1
4965,36067,2
4966,17434,1
4967,35067,1
4968,28240,-1
4969,10819,-3
4970,16136,1
4971,20075,-1
4972,15115,3
4973,20249,4
4974,23382,5
4975,24148,-1
4976,28142,1
4977,30470,2
4978,12564,-4
4979,15836,-5
4980,18161,1
4981,10823,-1
4982,30169,-2
4983,17121,1
4984,18308,2
4985,13341,3
4986,15458,-1
4987,21150,1
4988,13967,-1
4989,30132,1
4990,20130,2
4991,10274,-1
4992,13116,1
4993,16657,2
4994,20121,3
4995,20315,-1
4996,25314,1
4997,20180,2
4998,11688,3
4999,15404,-1
5000,35067,2
5001,20342,3
5002,20539,4
5003,16376,2
5004,21517,3
5005,21057,-1
5006,21162,1
5007,30660,-1
5008,36067,1
5009,15315,-1
5010,15162,1
5011,12134,2
5012,21377,4
5013,35067,-1
5014,20755,1
5015,10689,2
5016,11038,2
5017,15488,-1
5018,11220,-2
5019,16944,-2
5020,31292,-3
5021,27475,-4
5022,11668,-5
5023,14764,1
5024,17139,2
5025,11030,3
5026,12969,3
5027,20414,-1
5028,14602,1
5029,35067,-1
5030,20387,-2
5031,36067,2
5032,35067,-1
5033,16416,1
5034,26646,1
5035,23413,-2
5036,27118,2
5037,25176,-1
5038,27569,-2
5039,31448,1
5040,24378,2
5041,36067,-1
5042,17506,-2
