,GM_Num,Date,Team,Home,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Time,Night,Attendance,Streak,Game_Win,Wins,Losses,Net_Wins,Win_Per,DayOfWeek,Year,Same_Mkt_Team,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,game_id,Date_Same_Mkt_Team,Team_Same_Mkt_Team,Net_Wins_Same_Mkt_Team,Win_Per_Same_Mkt_Team,Streak_Same_Mkt_Team,date_diff
977,7,2010-04-12,CHC,1,MIL,W,9,5,,3-4,3,2.0,2:59,0,41306,1,1,3,4,-1,0.42857142857142855,Monday,2010,CHW,1,0,0,0,0,0,0,CHC2010-04-12,2010-04-11,CHW,-2,0.3333333333333333,1,1
1141,8,2010-04-14,CHC,1,MIL,W,7,6,,4-4,3,2.0,3:04,0,39565,2,1,4,4,0,0.5,Wednesday,2010,CHW,0,0,1,0,0,0,0,CHC2010-04-14,2010-04-13,CHW,-2,0.375,-1,1
1304,9,2010-04-15,CHC,1,MIL,L,6,8,,4-5,3,2.0,3:29,0,38026,-1,0,4,5,-1,0.4444444444444444,Thursday,2010,CHW,0,0,0,1,0,0,0,CHC2010-04-15,2010-04-14,CHW,-1,0.4444444444444444,1,1
1467,10,2010-04-16,CHC,1,HOU,W,7,2,,5-5,2,2.0,2:24,0,37291,1,1,5,5,0,0.5,Friday,2010,CHW,0,0,0,0,1,0,0,CHC2010-04-16,2010-04-15,CHW,-2,0.4,-1,1
1630,11,2010-04-17,CHC,1,HOU,L,3,4,,5-6,3,2.0,2:40,0,40471,-1,0,5,6,-1,0.45454545454545453,Saturday,2010,CHW,0,0,0,0,0,1,0,CHC2010-04-17,2010-04-16,CHW,-3,0.36363636363636365,-2,1
1793,12,2010-04-18,CHC,1,HOU,L,2,3,10,5-7,3,3.0,2:54,0,39506,-2,0,5,7,-2,0.4166666666666667,Sunday,2010,CHW,0,0,0,0,0,0,1,CHC2010-04-18,2010-04-17,CHW,-4,0.3333333333333333,-3,1
3096,20,2010-04-26,CHC,1,WSN,W-wo,4,3,10,10-10,2,2.5,2:45,1,37850,4,1,10,10,0,0.5,Monday,2010,CHW,1,0,0,0,0,0,0,CHC2010-04-26,2010-04-25,CHW,-3,0.42105263157894735,3,1
3258,21,2010-04-27,CHC,1,WSN,L,1,3,,10-11,2,3.5,2:44,1,37440,-1,0,10,11,-1,0.47619047619047616,Tuesday,2010,CHW,0,1,0,0,0,0,0,CHC2010-04-27,2010-04-25,CHW,-3,0.42105263157894735,3,2
3421,22,2010-04-28,CHC,1,WSN,L,2,3,,10-12,3,4.5,2:21,0,36660,-2,0,10,12,-2,0.45454545454545453,Wednesday,2010,CHW,0,0,1,0,0,0,0,CHC2010-04-28,2010-04-27,CHW,-4,0.4,-1,1
3584,23,2010-04-29,CHC,1,ARI,L,5,13,,10-13,4,5.5,2:40,0,36850,-3,0,10,13,-3,0.43478260869565216,Thursday,2010,CHW,0,0,0,1,0,0,0,CHC2010-04-29,2010-04-28,CHW,-5,0.38095238095238093,-2,1
3747,24,2010-04-30,CHC,1,ARI,W,11,5,,11-13,3,4.5,3:02,0,37800,1,1,11,13,-2,0.4583333333333333,Friday,2010,CHW,0,0,0,0,1,0,0,CHC2010-04-30,2010-04-29,CHW,-4,0.4090909090909091,1,1
3910,25,2010-05-01,CHC,1,ARI,W,7,5,,12-13,3,4.5,3:06,0,40368,2,1,12,13,-1,0.48,Saturday,2010,CHW,0,0,0,0,0,1,0,CHC2010-05-01,2010-04-30,CHW,-5,0.391304347826087,-1,1
4073,26,2010-05-02,CHC,1,ARI,W,10,5,,13-13,2,4.5,2:41,0,38144,3,1,13,13,0,0.5,Sunday,2010,CHW,0,0,0,0,0,0,1,CHC2010-05-02,2010-05-01,CHW,-4,0.4166666666666667,1,1
5215,33,2010-05-10,CHC,1,FLA,L,2,4,,14-19,5,6.5,2:24,1,38266,-3,0,14,19,-5,0.42424242424242425,Monday,2010,CHW,1,0,0,0,0,0,0,CHC2010-05-10,2010-05-09,CHW,-6,0.40625,-1,1
5377,34,2010-05-11,CHC,1,FLA,L,2,3,,14-20,5,6.5,2:31,1,38007,-4,0,14,20,-6,0.4117647058823529,Tuesday,2010,CHW,0,1,0,0,0,0,0,CHC2010-05-11,2010-05-09,CHW,-6,0.40625,-1,2
5540,35,2010-05-12,CHC,1,FLA,W,4,3,,15-20,4,5.5,2:36,0,38637,1,1,15,20,-5,0.42857142857142855,Wednesday,2010,CHW,0,0,1,0,0,0,0,CHC2010-05-12,2010-05-11,CHW,-5,0.42424242424242425,1,1
5703,36,2010-05-14,CHC,1,PIT,L,6,10,,15-21,5,6.0,3:25,0,39082,-1,0,15,21,-6,0.4166666666666667,Friday,2010,CHW,0,0,0,0,1,0,0,CHC2010-05-14,2010-05-12,CHW,-6,0.4117647058823529,-1,2
5866,37,2010-05-15,CHC,1,PIT,L,3,4,,15-22,5,6.0,2:44,0,41336,-2,0,15,22,-7,0.40540540540540543,Saturday,2010,CHW,0,0,0,0,0,1,0,CHC2010-05-15,2010-05-14,CHW,-7,0.4,-2,1
6029,38,2010-05-16,CHC,1,PIT,W,4,3,,16-22,4,5.5,2:36,0,40636,1,1,16,22,-6,0.42105263157894735,Sunday,2010,CHW,0,0,0,0,0,0,1,CHC2010-05-16,2010-05-15,CHW,-6,0.4166666666666667,1,1
6192,39,2010-05-17,CHC,1,COL,W-wo,4,2,11,17-22,3,5.5,3:18,1,35760,2,1,17,22,-5,0.4358974358974359,Monday,2010,CHW,1,0,0,0,0,0,0,CHC2010-05-17,2010-05-16,CHW,-7,0.40540540540540543,-1,1
6354,40,2010-05-18,CHC,1,COL,W,6,2,,18-22,3,5.5,3:16,1,37029,3,1,18,22,-4,0.45,Tuesday,2010,CHW,0,1,0,0,0,0,0,CHC2010-05-18,2010-05-16,CHW,-7,0.40540540540540543,-1,2
7333,46,2010-05-25,CHC,1,LAD,W,3,0,,22-24,3,4.0,2:19,1,34749,3,1,22,24,-2,0.4782608695652174,Tuesday,2010,CHW,0,1,0,0,0,0,0,CHC2010-05-25,2010-05-24,CHW,-6,0.4318181818181818,1,1
7496,47,2010-05-26,CHC,1,LAD,L,5,8,,22-25,3,5.0,3:24,1,35828,-1,0,22,25,-3,0.46808510638297873,Wednesday,2010,CHW,0,0,1,0,0,0,0,CHC2010-05-26,2010-05-25,CHW,-7,0.4222222222222222,-1,1
7659,48,2010-05-27,CHC,1,LAD,W,1,0,,23-25,3,5.0,2:29,0,33868,1,1,23,25,-2,0.4791666666666667,Thursday,2010,CHW,0,0,0,1,0,0,0,CHC2010-05-27,2010-05-26,CHW,-6,0.43478260869565216,1,1
7822,49,2010-05-28,CHC,1,STL,L,1,7,,23-26,3,6.0,2:42,0,39536,-1,0,23,26,-3,0.46938775510204084,Friday,2010,CHW,0,0,0,0,1,0,0,CHC2010-05-28,2010-05-27,CHW,-7,0.425531914893617,-1,1
7985,50,2010-05-29,CHC,1,STL,W,5,0,,24-26,3,6.0,2:33,0,40601,1,1,24,26,-2,0.48,Saturday,2010,CHW,0,0,0,0,0,1,0,CHC2010-05-29,2010-05-28,CHW,-6,0.4375,1,1
8148,51,2010-05-30,CHC,1,STL,L,1,9,,24-27,3,6.0,2:49,0,41353,-1,0,24,27,-3,0.47058823529411764,Sunday,2010,CHW,0,0,0,0,0,0,1,CHC2010-05-30,2010-05-29,CHW,-7,0.42857142857142855,-1,1
9778,61,2010-06-11,CHC,1,CHW,L,5,10,,27-34,3,7.5,3:08,0,41129,-2,0,27,34,-7,0.4426229508196721,Friday,2010,CHW,0,0,0,0,1,0,0,CHC2010-06-11,2010-06-10,CHW,-7,0.4406779661016949,2,1
9941,62,2010-06-12,CHC,1,CHW,L,1,2,,27-35,3,8.5,2:54,0,40397,-3,0,27,35,-8,0.43548387096774194,Saturday,2010,CHW,0,0,0,0,0,1,0,CHC2010-06-12,2010-06-11,CHW,-6,0.45,3,1
10104,63,2010-06-13,CHC,1,CHW,W,1,0,,28-35,3,7.5,2:20,1,40456,1,1,28,35,-7,0.4444444444444444,Sunday,2010,CHW,0,0,0,0,0,0,1,CHC2010-06-13,2010-06-12,CHW,-5,0.45901639344262296,4,1
10267,64,2010-06-15,CHC,1,OAK,L,5,9,,28-36,3,7.5,2:44,1,34390,-1,0,28,36,-8,0.4375,Tuesday,2010,CHW,0,1,0,0,0,0,0,CHC2010-06-15,2010-06-13,CHW,-6,0.45161290322580644,-1,2
10430,65,2010-06-16,CHC,1,OAK,W,6,2,,29-36,3,6.5,2:33,1,36244,1,1,29,36,-7,0.4461538461538462,Wednesday,2010,CHW,0,0,1,0,0,0,0,CHC2010-06-16,2010-06-15,CHW,-5,0.4603174603174603,1,1
10593,66,2010-06-17,CHC,1,OAK,W-wo,3,2,,30-36,3,6.5,2:50,0,36942,2,1,30,36,-6,0.45454545454545453,Thursday,2010,CHW,0,0,0,1,0,0,0,CHC2010-06-17,2010-06-16,CHW,-4,0.46875,2,1
10756,67,2010-06-18,CHC,1,LAA,L,6,7,,30-37,3,7.0,2:48,0,39729,-1,0,30,37,-7,0.44776119402985076,Friday,2010,CHW,0,0,0,0,1,0,0,CHC2010-06-18,2010-06-17,CHW,-3,0.47692307692307695,3,1
10919,68,2010-06-19,CHC,1,LAA,L,0,12,,30-38,3,8.0,3:00,0,40008,-2,0,30,38,-8,0.4411764705882353,Saturday,2010,CHW,0,0,0,0,0,1,0,CHC2010-06-19,2010-06-18,CHW,-2,0.48484848484848486,4,1
11082,69,2010-06-20,CHC,1,LAA,W,12,1,,31-38,3,7.0,3:00,0,39850,1,1,31,38,-7,0.4492753623188406,Sunday,2010,CHW,0,0,0,0,0,0,1,CHC2010-06-20,2010-06-19,CHW,-1,0.4925373134328358,5,1
12223,76,2010-06-28,CHC,1,PIT,L,1,2,,33-43,4,9.5,2:47,1,38512,-1,0,33,43,-10,0.4342105263157895,Monday,2010,CHW,1,0,0,0,0,0,0,CHC2010-06-28,2010-06-27,CHW,4,0.527027027027027,-1,1
12386,77,2010-06-29,CHC,1,PIT,W,3,1,,34-43,4,9.0,2:22,1,36914,1,1,34,43,-9,0.44155844155844154,Tuesday,2010,CHW,0,1,0,0,0,0,0,CHC2010-06-29,2010-06-28,CHW,3,0.52,-2,1
12549,78,2010-06-30,CHC,1,PIT,L,0,2,,34-44,4,9.5,2:35,0,37391,-1,0,34,44,-10,0.4358974358974359,Wednesday,2010,CHW,0,0,1,0,0,0,0,CHC2010-06-30,2010-06-29,CHW,4,0.5263157894736842,1,1
12712,79,2010-07-01,CHC,1,CIN,L,2,3,10,34-45,4,10.5,2:59,0,36880,-2,0,34,45,-11,0.43037974683544306,Thursday,2010,CHW,0,0,0,1,0,0,0,CHC2010-07-01,2010-06-30,CHW,3,0.5194805194805194,-1,1
12874,80,2010-07-02,CHC,1,CIN,L,0,12,,34-46,4,11.5,2:51,0,40361,-3,0,34,46,-12,0.425,Friday,2010,CHW,0,0,0,0,1,0,0,CHC2010-07-02,2010-06-30,CHW,3,0.5194805194805194,-1,2
13037,81,2010-07-03,CHC,1,CIN,W,3,1,,35-46,4,10.5,2:49,0,40677,1,1,35,46,-11,0.43209876543209874,Saturday,2010,CHW,0,0,0,0,0,1,0,CHC2010-07-03,2010-07-02,CHW,4,0.5256410256410257,1,1
13200,82,2010-07-04,CHC,1,CIN,L,3,14,,35-47,4,11.5,2:40,0,41079,-1,0,35,47,-12,0.4268292682926829,Sunday,2010,CHW,0,0,0,0,0,0,1,CHC2010-07-04,2010-07-03,CHW,3,0.5189873417721519,-1,1
14504,90,2010-07-15,CHC,1,PHI,W,12,6,,40-50,3,9.0,2:57,1,40879,1,1,40,50,-10,0.4444444444444444,Thursday,2010,CHW,0,0,0,1,0,0,0,CHC2010-07-15,2010-07-11,CHW,11,0.5632183908045977,8,4
14667,91,2010-07-16,CHC,1,PHI,W,4,3,,41-50,3,9.0,2:12,0,40622,2,1,41,50,-9,0.45054945054945056,Friday,2010,CHW,0,0,0,0,1,0,0,CHC2010-07-16,2010-07-15,CHW,12,0.5681818181818182,9,1
14830,92,2010-07-17,CHC,1,PHI,L,1,4,,41-51,4,10.0,3:03,0,40924,-1,0,41,51,-10,0.44565217391304346,Saturday,2010,CHW,0,0,0,0,0,1,0,CHC2010-07-17,2010-07-16,CHW,11,0.5617977528089888,-1,1
14993,93,2010-07-18,CHC,1,PHI,W,11,6,,42-51,3,9.5,2:45,1,39333,1,1,42,51,-9,0.45161290322580644,Sunday,2010,CHW,0,0,0,0,0,0,1,CHC2010-07-18,2010-07-17,CHW,10,0.5555555555555556,-2,1
15156,94,2010-07-19,CHC,1,HOU,L,5,11,,42-52,4,10.5,2:50,1,35514,-1,0,42,52,-10,0.44680851063829785,Monday,2010,CHW,1,0,0,0,0,0,0,CHC2010-07-19,2010-07-18,CHW,9,0.5494505494505495,-3,1
15319,95,2010-07-20,CHC,1,HOU,W,14,7,,43-52,3,10.5,3:08,1,36401,1,1,43,52,-9,0.45263157894736844,Tuesday,2010,CHW,0,1,0,0,0,0,0,CHC2010-07-20,2010-07-19,CHW,10,0.5543478260869565,1,1
15482,96,2010-07-21,CHC,1,HOU,L,3,4,12,43-53,3,11.5,3:56,0,38533,-1,0,43,53,-10,0.4479166666666667,Wednesday,2010,CHW,0,0,1,0,0,0,0,CHC2010-07-21,2010-07-20,CHW,11,0.5591397849462365,2,1
15645,97,2010-07-23,CHC,1,STL,W,5,0,,44-53,4,10.0,2:25,0,40687,1,1,44,53,-9,0.4536082474226804,Friday,2010,CHW,0,0,0,0,1,0,0,CHC2010-07-23,2010-07-21,CHW,10,0.5531914893617021,-1,2
15808,98,2010-07-24,CHC,1,STL,W,6,5,,45-53,4,9.5,2:52,0,41009,2,1,45,53,-8,0.45918367346938777,Saturday,2010,CHW,0,0,0,0,0,1,0,CHC2010-07-24,2010-07-23,CHW,11,0.5578947368421052,1,1
15971,99,2010-07-25,CHC,1,STL,L,3,4,11,45-54,4,10.0,3:41,1,41406,-1,0,45,54,-9,0.45454545454545453,Sunday,2010,CHW,0,0,0,0,0,0,1,CHC2010-07-25,2010-07-24,CHW,10,0.5520833333333334,-1,1
17113,106,2010-08-02,CHC,1,MIL,L,1,18,,46-60,5,13.5,3:18,1,37731,-6,0,46,60,-14,0.4339622641509434,Monday,2010,CHW,1,0,0,0,0,0,0,CHC2010-08-02,2010-08-01,CHW,14,0.5673076923076923,1,1
17275,107,2010-08-03,CHC,1,MIL,L,3,4,,46-61,5,13.5,3:18,1,36183,-7,0,46,61,-15,0.42990654205607476,Tuesday,2010,CHW,0,1,0,0,0,0,0,CHC2010-08-03,2010-08-01,CHW,14,0.5673076923076923,1,2
17439,108,2010-08-04,CHC,1,MIL,W,15,3,,47-61,5,13.5,3:07,0,38425,1,1,47,61,-14,0.4351851851851852,Wednesday,2010,CHW,0,0,1,0,0,0,0,CHC2010-08-04,2010-08-03,CHW,14,0.5660377358490566,-1,1
17603,109,2010-08-06,CHC,1,CIN,L,0,3,,47-62,5,14.5,2:41,0,40696,-1,0,47,62,-15,0.43119266055045874,Friday,2010,CHW,0,0,0,0,1,0,0,CHC2010-08-06,2010-08-05,CHW,16,0.5740740740740741,2,1
17766,110,2010-08-07,CHC,1,CIN,L,3,4,,47-63,5,15.5,2:55,0,41227,-2,0,47,63,-16,0.42727272727272725,Saturday,2010,CHW,0,0,0,0,0,1,0,CHC2010-08-07,2010-08-06,CHW,15,0.5688073394495413,-1,1
17929,111,2010-08-08,CHC,1,CIN,L,4,11,,47-64,5,16.5,2:40,0,39016,-3,0,47,64,-17,0.42342342342342343,Sunday,2010,CHW,0,0,0,0,0,0,1,CHC2010-08-08,2010-08-07,CHW,16,0.5727272727272728,1,1
19233,119,2010-08-16,CHC,1,SDP,L,5,9,,50-69,5,17.5,3:26,1,36814,-1,0,50,69,-19,0.42016806722689076,Monday,2010,CHW,1,0,0,0,0,0,0,CHC2010-08-16,2010-08-15,CHW,12,0.5508474576271186,-2,1
19395,120,2010-08-17,CHC,1,SDP,L,0,1,,50-70,5,18.5,2:41,1,33664,-2,0,50,70,-20,0.4166666666666667,Tuesday,2010,CHW,0,1,0,0,0,0,0,CHC2010-08-17,2010-08-15,CHW,12,0.5508474576271186,-2,2
19558,121,2010-08-18,CHC,1,SDP,L,1,5,,50-71,5,19.5,2:59,0,33267,-3,0,50,71,-21,0.4132231404958678,Wednesday,2010,CHW,0,0,1,0,0,0,0,CHC2010-08-18,2010-08-17,CHW,11,0.5462184873949579,-3,1
19721,122,2010-08-19,CHC,1,SDP,L,3,5,,50-72,5,20.5,2:48,0,30687,-4,0,50,72,-22,0.4098360655737705,Thursday,2010,CHW,0,0,0,1,0,0,0,CHC2010-08-19,2010-08-18,CHW,10,0.5416666666666666,-4,1
19884,123,2010-08-20,CHC,1,ATL,L,3,5,,50-73,5,21.5,2:35,0,39345,-5,0,50,73,-23,0.4065040650406504,Friday,2010,CHW,0,0,0,0,1,0,0,CHC2010-08-20,2010-08-19,CHW,11,0.5454545454545454,1,1
20046,124,2010-08-21,CHC,1,ATL,W,5,4,,51-73,5,20.5,2:59,0,41099,1,1,51,73,-22,0.4112903225806452,Saturday,2010,CHW,0,0,0,0,0,1,0,CHC2010-08-21,2010-08-19,CHW,11,0.5454545454545454,1,2
20209,125,2010-08-22,CHC,1,ATL,L,5,16,,51-74,5,21.5,2:54,0,37518,-1,0,51,74,-23,0.408,Sunday,2010,CHW,0,0,0,0,0,0,1,CHC2010-08-22,2010-08-21,CHW,10,0.5409836065573771,-1,1
21351,132,2010-08-30,CHC,1,PIT,W,14,2,,56-76,5,20.5,3:10,1,29538,1,1,56,76,-20,0.42424242424242425,Monday,2010,CHW,1,0,0,0,0,0,0,CHC2010-08-30,2010-08-29,CHW,10,0.5384615384615384,-2,1
21514,133,2010-08-31,CHC,1,PIT,L,7,14,,56-77,5,21.5,2:54,1,31369,-1,0,56,77,-21,0.42105263157894735,Tuesday,2010,CHW,0,1,0,0,0,0,0,CHC2010-08-31,2010-08-30,CHW,11,0.5419847328244275,1,1
21677,134,2010-09-01,CHC,1,PIT,W,5,3,,57-77,5,21.5,3:09,0,33555,1,1,57,77,-20,0.4253731343283582,Wednesday,2010,CHW,0,0,1,0,0,0,0,CHC2010-09-01,2010-08-31,CHW,12,0.5454545454545454,2,1
21840,135,2010-09-03,CHC,1,NYM,W,7,6,,58-77,5,20.5,2:35,0,31424,2,1,58,77,-19,0.42962962962962964,Friday,2010,CHW,0,0,0,0,1,0,0,CHC2010-09-03,2010-09-01,CHW,13,0.5488721804511278,3,2
22002,136,2010-09-04,CHC,1,NYM,W,5,3,,59-77,5,20.5,2:57,0,39473,3,1,59,77,-18,0.4338235294117647,Saturday,2010,CHW,0,0,0,0,0,1,0,CHC2010-09-04,2010-09-01,CHW,13,0.5488721804511278,3,3
22165,137,2010-09-05,CHC,1,NYM,L,5,18,,59-78,5,20.5,3:27,0,40788,-1,0,59,78,-19,0.4306569343065693,Sunday,2010,CHW,0,0,0,0,0,0,1,CHC2010-09-05,2010-09-04,CHW,14,0.5522388059701493,4,1
22329,138,2010-09-06,CHC,1,HOU,W,5,4,,60-78,5,19.5,2:25,0,31647,1,1,60,78,-18,0.43478260869565216,Monday,2010,CHW,1,0,0,0,0,0,0,CHC2010-09-06,2010-09-05,CHW,16,0.5588235294117647,6,1
22492,139,2010-09-07,CHC,1,HOU,L,3,7,,60-79,5,19.5,2:50,1,31596,-1,0,60,79,-19,0.4316546762589928,Tuesday,2010,CHW,0,1,0,0,0,0,0,CHC2010-09-07,2010-09-06,CHW,17,0.5620437956204379,7,1
22655,140,2010-09-08,CHC,1,HOU,L,0,4,,60-80,5,19.5,2:34,1,33623,-2,0,60,80,-20,0.42857142857142855,Wednesday,2010,CHW,0,0,1,0,0,0,0,CHC2010-09-08,2010-09-07,CHW,16,0.5579710144927537,-1,1
24287,150,2010-09-21,CHC,1,SFG,L,0,1,,68-82,5,17.0,2:20,1,36364,-1,0,68,82,-14,0.4533333333333333,Tuesday,2010,CHW,0,1,0,0,0,0,0,CHC2010-09-21,2010-09-20,CHW,8,0.5266666666666666,-7,1
24450,151,2010-09-22,CHC,1,SFG,W,2,0,,69-82,5,16.0,2:22,1,37285,1,1,69,82,-13,0.45695364238410596,Wednesday,2010,CHW,0,0,1,0,0,0,0,CHC2010-09-22,2010-09-21,CHW,7,0.5231788079470199,-8,1
24613,152,2010-09-23,CHC,1,SFG,L,0,13,,69-83,5,16.5,2:48,1,34481,-1,0,69,83,-14,0.45394736842105265,Thursday,2010,CHW,0,0,0,1,0,0,0,CHC2010-09-23,2010-09-22,CHW,8,0.5263157894736842,1,1
24775,153,2010-09-24,CHC,1,STL,L,1,7,,69-84,5,16.5,2:35,0,36553,-2,0,69,84,-15,0.45098039215686275,Friday,2010,CHW,0,0,0,0,1,0,0,CHC2010-09-24,2010-09-22,CHW,8,0.5263157894736842,1,2
24938,154,2010-09-25,CHC,1,STL,W,7,3,,70-84,5,15.5,2:43,0,39316,1,1,70,84,-14,0.45454545454545453,Saturday,2010,CHW,0,0,0,0,0,1,0,CHC2010-09-25,2010-09-24,CHW,9,0.5294117647058824,2,1
25101,155,2010-09-26,CHC,1,STL,L,7,8,,70-85,5,16.5,3:30,0,38057,-1,0,70,85,-15,0.45161290322580644,Sunday,2010,CHW,0,0,0,0,0,0,1,CHC2010-09-26,2010-09-25,CHW,10,0.5324675324675324,3,1
26406,2,2011-04-02,CHC,1,PIT,W,5,3,,1-1,2,1.0,2:52,0,35782,1,1,1,1,0,0.5,Saturday,2011,CHW,0,0,0,0,0,1,0,CHC2011-04-02,2011-04-01,CHW,1,1.0,1,1
26569,3,2011-04-03,CHC,1,PIT,L,4,5,,1-2,3,2.0,2:42,0,30857,-1,0,1,2,-1,0.3333333333333333,Sunday,2011,CHW,0,0,0,0,0,0,1,CHC2011-04-03,2011-04-02,CHW,2,1.0,2,1
26732,4,2011-04-04,CHC,1,ARI,W,4,1,,2-2,3,1.5,2:49,0,26292,1,1,2,2,0,0.5,Monday,2011,CHW,1,0,0,0,0,0,0,CHC2011-04-04,2011-04-03,CHW,1,0.6666666666666666,-1,1
26894,5,2011-04-05,CHC,1,ARI,W,6,5,,3-2,2,1.5,3:17,0,27039,2,1,3,2,1,0.6,Tuesday,2011,CHW,0,1,0,0,0,0,0,CHC2011-04-05,2011-04-03,CHW,1,0.6666666666666666,-1,2
27057,6,2011-04-06,CHC,1,ARI,L,4,6,,3-3,3,2.5,2:26,0,32272,-1,0,3,3,0,0.5,Wednesday,2011,CHW,0,0,1,0,0,0,0,CHC2011-04-06,2011-04-05,CHW,0,0.5,-2,1
28688,16,2011-04-18,CHC,1,SDP,W-wo,1,0,10,8-8,2,1.0,2:26,1,36597,1,1,8,8,0,0.5,Monday,2011,CHW,1,0,0,0,0,0,0,CHC2011-04-18,2011-04-17,CHW,-1,0.4666666666666667,-4,1
28852,17,2011-04-20,CHC,1,SDP,W-wo,2,1,11,9-8,1,Tied,3:59,0,35544,2,1,9,8,1,0.5294117647058824,Wednesday,2011,CHW,0,0,1,0,0,0,0,CHC2011-04-20,2011-04-19,CHW,-3,0.4117647058823529,-6,1
29178,19,2011-04-22,CHC,1,LAD,L,2,12,,9-10,4,1.5,3:15,0,36595,-2,0,9,10,-1,0.47368421052631576,Friday,2011,CHW,0,0,0,0,1,0,0,CHC2011-04-22,2011-04-21,CHW,-3,0.42105263157894735,1,1
29341,20,2011-04-23,CHC,1,LAD,W,10,8,,10-10,3,0.5,3:33,0,41161,1,1,10,10,0,0.5,Saturday,2011,CHW,0,0,0,0,0,1,0,CHC2011-04-23,2011-04-22,CHW,-4,0.4,-1,1
29504,21,2011-04-24,CHC,1,LAD,L,3,7,,10-11,4,1.5,2:58,0,32943,-1,0,10,11,-1,0.47619047619047616,Sunday,2011,CHW,0,0,0,0,0,0,1,CHC2011-04-24,2011-04-23,CHW,-5,0.38095238095238093,-2,1
29667,22,2011-04-25,CHC,1,COL,L,3,5,,10-12,4,2.0,3:12,1,37417,-2,0,10,12,-2,0.45454545454545453,Monday,2011,CHW,1,0,0,0,0,0,0,CHC2011-04-25,2011-04-24,CHW,-6,0.36363636363636365,-3,1
29830,23,2011-04-26,CHC,1,COL,L,3,4,,10-13,4,2.0,2:52,1,38261,-3,0,10,13,-3,0.43478260869565216,Tuesday,2011,CHW,0,1,0,0,0,0,0,CHC2011-04-26,2011-04-25,CHW,-5,0.391304347826087,1,1
31135,31,2011-05-06,CHC,1,CIN,L,4,5,,14-17,4,4.0,3:10,0,35471,-1,0,14,17,-3,0.45161290322580644,Friday,2011,CHW,0,0,0,0,1,0,0,CHC2011-05-06,2011-05-04,CHW,-10,0.34375,-2,2
31298,32,2011-05-07,CHC,1,CIN,W-wo,3,2,,15-17,4,3.0,2:48,0,37666,1,1,15,17,-2,0.46875,Saturday,2011,CHW,0,0,0,0,0,1,0,CHC2011-05-07,2011-05-06,CHW,-11,0.3333333333333333,-3,1
31461,33,2011-05-08,CHC,1,CIN,L,0,2,,15-18,4,4.0,2:32,0,31931,-1,0,15,18,-3,0.45454545454545453,Sunday,2011,CHW,0,0,0,0,0,0,1,CHC2011-05-08,2011-05-07,CHW,-10,0.35294117647058826,1,1
31625,34,2011-05-10,CHC,1,STL,L,4,6,,15-19,4,5.0,2:54,1,34249,-2,0,15,19,-4,0.4411764705882353,Tuesday,2011,CHW,0,1,0,0,0,0,0,CHC2011-05-10,2011-05-09,CHW,-8,0.3888888888888889,3,1
31788,35,2011-05-11,CHC,1,STL,W,11,4,,16-19,4,4.0,3:07,1,34439,1,1,16,19,-3,0.45714285714285713,Wednesday,2011,CHW,0,0,1,0,0,0,0,CHC2011-05-11,2011-05-10,CHW,-9,0.3783783783783784,-1,1
31951,36,2011-05-12,CHC,1,STL,L,1,9,,16-20,4,5.0,2:48,0,32559,-1,0,16,20,-4,0.4444444444444444,Thursday,2011,CHW,0,0,0,1,0,0,0,CHC2011-05-12,2011-05-11,CHW,-8,0.39473684210526316,1,1
32113,37,2011-05-13,CHC,1,SFG,W,11,4,,17-20,4,4.0,3:07,0,37433,1,1,17,20,-3,0.4594594594594595,Friday,2011,CHW,0,0,0,0,1,0,0,CHC2011-05-13,2011-05-11,CHW,-8,0.39473684210526316,1,2
32276,38,2011-05-14,CHC,1,SFG,L,0,3,6,17-21,5,4.5,2:11,1,39706,-1,0,17,21,-4,0.4473684210526316,Saturday,2011,CHW,0,0,0,0,0,1,0,CHC2011-05-14,2011-05-13,CHW,-7,0.41025641025641024,2,1
33582,46,2011-05-24,CHC,1,NYM,W,11,1,,21-25,5,7.0,2:51,1,35707,1,1,21,25,-4,0.45652173913043476,Tuesday,2011,CHW,0,1,0,0,0,0,0,CHC2011-05-24,2011-05-23,CHW,-5,0.4489795918367347,-1,1
33745,47,2011-05-25,CHC,1,NYM,L,4,7,7,21-26,5,7.0,2:01,1,36666,-1,0,21,26,-5,0.44680851063829785,Wednesday,2011,CHW,0,0,1,0,0,0,0,CHC2011-05-25,2011-05-24,CHW,-4,0.46,1,1
33908,48,2011-05-26,CHC,1,NYM,W,9,3,,22-26,4,6.5,3:06,0,33378,1,1,22,26,-4,0.4583333333333333,Thursday,2011,CHW,0,0,0,1,0,0,0,CHC2011-05-26,2011-05-25,CHW,-5,0.45098039215686275,-1,1
34071,49,2011-05-27,CHC,1,PIT,L,2,4,,22-27,5,7.5,3:15,0,34105,-1,0,22,27,-5,0.4489795918367347,Friday,2011,CHW,0,0,0,0,1,0,0,CHC2011-05-27,2011-05-26,CHW,-4,0.46153846153846156,1,1
