,GM_Num,Date,Team,Home,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Time,Night,Attendance,Streak,Game_Win,Wins,Losses,Net_Wins,Win_Per,DayOfWeek,Year,Same_Mkt_Team,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,game_id,Date_Same_Mkt_Team,Team_Same_Mkt_Team,Net_Wins_Same_Mkt_Team,Win_Per_Same_Mkt_Team,Streak_Same_Mkt_Team,date_diff
949674,32,2016-05-09,LAD,1,NYM,L,2,4,,16-16,1,Tied,3:08,1,42186,-1,0,16,16,0,0.5,Monday,2016,LAA,1,0,0,0,0,0,0,LAD2016-05-09,2016-05-08,LAA,-5,0.41935483870967744,-3,1
949836,33,2016-05-10,LAD,1,NYM,W-wo,3,2,,17-16,1,up 1.0,2:52,1,38858,1,1,17,16,1,0.5151515151515151,Tuesday,2016,LAA,0,1,0,0,0,0,0,LAD2016-05-10,2016-05-08,LAA,-5,0.41935483870967744,-3,2
949999,34,2016-05-11,LAD,1,NYM,L,3,4,,17-17,1,Tied,3:04,1,40970,-1,0,17,17,0,0.5,Wednesday,2016,LAA,0,0,1,0,0,0,0,LAD2016-05-11,2016-05-10,LAA,-6,0.40625,-4,1
950162,35,2016-05-12,LAD,1,NYM,W,5,0,,18-17,1,Tied,2:13,1,41765,1,1,18,17,1,0.5142857142857142,Thursday,2016,LAA,0,0,0,1,0,0,0,LAD2016-05-12,2016-05-11,LAA,-7,0.3939393939393939,-5,1
950325,36,2016-05-13,LAD,1,STL,W,8,4,,19-17,1,Tied,3:01,1,46716,2,1,19,17,2,0.5277777777777778,Friday,2016,LAA,0,0,0,0,1,0,0,LAD2016-05-13,2016-05-12,LAA,-8,0.38235294117647056,-6,1
950488,37,2016-05-14,LAD,1,STL,W,5,3,,20-17,1,Tied,2:45,1,48459,3,1,20,17,3,0.5405405405405406,Saturday,2016,LAA,0,0,0,0,0,1,0,LAD2016-05-14,2016-05-13,LAA,-7,0.4,1,1
950651,38,2016-05-15,LAD,1,STL,L,2,5,,20-18,2,1.0,3:00,1,51350,-1,0,20,18,2,0.5263157894736842,Sunday,2016,LAA,0,0,0,0,0,0,1,LAD2016-05-15,2016-05-14,LAA,-6,0.4166666666666667,2,1
950814,39,2016-05-16,LAD,1,LAA,L,6,7,,20-19,2,1.5,4:00,1,39583,-2,0,20,19,1,0.5128205128205128,Monday,2016,LAA,1,0,0,0,0,0,0,LAD2016-05-16,2016-05-15,LAA,-5,0.43243243243243246,3,1
950977,40,2016-05-17,LAD,1,LAA,W,5,1,,21-19,2,1.5,2:12,1,42514,1,1,21,19,2,0.525,Tuesday,2016,LAA,0,1,0,0,0,0,0,LAD2016-05-17,2016-05-16,LAA,-4,0.4473684210526316,4,1
951955,46,2016-05-23,LAD,1,CIN,W,1,0,,23-23,2,4.5,2:11,1,42519,2,1,23,23,0,0.5,Monday,2016,LAA,1,0,0,0,0,0,0,LAD2016-05-23,2016-05-22,LAA,-4,0.45454545454545453,1,1
952118,47,2016-05-24,LAD,1,CIN,W,8,2,,24-23,2,4.5,3:08,1,42278,3,1,24,23,1,0.5106382978723404,Tuesday,2016,LAA,0,1,0,0,0,0,0,LAD2016-05-24,2016-05-23,LAA,-3,0.4666666666666667,2,1
952281,48,2016-05-25,LAD,1,CIN,W,3,1,,25-23,2,4.5,2:21,1,44855,4,1,25,23,2,0.5208333333333334,Wednesday,2016,LAA,0,0,1,0,0,0,0,LAD2016-05-25,2016-05-24,LAA,-4,0.45652173913043476,-1,1
953584,56,2016-06-03,LAD,1,ATL,W,4,2,,29-27,2,5.5,2:42,1,46366,1,1,29,27,2,0.5178571428571429,Friday,2016,LAA,0,0,0,0,1,0,0,LAD2016-06-03,2016-06-01,LAA,-5,0.4528301886792453,-1,2
953747,57,2016-06-04,LAD,1,ATL,W,4,0,,30-27,2,4.5,3:27,1,47126,2,1,30,27,3,0.5263157894736842,Saturday,2016,LAA,0,0,0,0,0,1,0,LAD2016-06-04,2016-06-03,LAA,-4,0.46296296296296297,1,1
953910,58,2016-06-05,LAD,1,ATL,W,12,6,,31-27,2,3.5,3:17,0,47950,3,1,31,27,4,0.5344827586206896,Sunday,2016,LAA,0,0,0,0,0,0,1,LAD2016-06-05,2016-06-04,LAA,-5,0.45454545454545453,-1,1
954073,59,2016-06-06,LAD,1,COL,L,1,6,,31-28,2,4.0,2:26,1,38964,-1,0,31,28,3,0.5254237288135594,Monday,2016,LAA,1,0,0,0,0,0,0,LAD2016-06-06,2016-06-05,LAA,-4,0.4642857142857143,1,1
954236,60,2016-06-07,LAD,1,COL,W-wo,4,3,,32-28,2,3.0,3:17,1,40525,1,1,32,28,4,0.5333333333333333,Tuesday,2016,LAA,0,1,0,0,0,0,0,LAD2016-06-07,2016-06-06,LAA,-5,0.45614035087719296,-1,1
954399,61,2016-06-08,LAD,1,COL,L,0,1,,32-29,2,4.0,3:04,1,41324,-1,0,32,29,3,0.5245901639344263,Wednesday,2016,LAA,0,0,1,0,0,0,0,LAD2016-06-08,2016-06-07,LAA,-6,0.4482758620689655,-2,1
955541,68,2016-06-16,LAD,1,MIL,L,6,8,,35-33,2,6.5,3:18,1,44183,-1,0,35,33,2,0.5147058823529411,Thursday,2016,LAA,0,0,0,1,0,0,0,LAD2016-06-16,2016-06-15,LAA,-8,0.4393939393939394,2,1
955703,69,2016-06-17,LAD,1,MIL,W-wo,3,2,10,36-33,2,6.5,3:37,1,44998,1,1,36,33,3,0.5217391304347826,Friday,2016,LAA,0,0,0,0,1,0,0,LAD2016-06-17,2016-06-15,LAA,-8,0.4393939393939394,2,2
955866,70,2016-06-18,LAD,1,MIL,W,10,6,,37-33,2,6.5,3:28,1,44112,2,1,37,33,4,0.5285714285714286,Saturday,2016,LAA,0,0,0,0,0,1,0,LAD2016-06-18,2016-06-17,LAA,-9,0.43283582089552236,-1,1
956029,71,2016-06-19,LAD,1,MIL,W-wo,2,1,,38-33,2,6.5,2:44,0,45931,3,1,38,33,5,0.5352112676056338,Sunday,2016,LAA,0,0,0,0,0,0,1,LAD2016-06-19,2016-06-18,LAA,-8,0.4411764705882353,1,1
956192,72,2016-06-20,LAD,1,WSN,W,4,1,,39-33,2,5.5,2:50,1,44712,4,1,39,33,6,0.5416666666666666,Monday,2016,LAA,1,0,0,0,0,0,0,LAD2016-06-20,2016-06-19,LAA,-7,0.4492753623188406,2,1
956355,73,2016-06-21,LAD,1,WSN,W,3,2,,40-33,2,5.5,2:44,1,42307,5,1,40,33,7,0.547945205479452,Tuesday,2016,LAA,0,1,0,0,0,0,0,LAD2016-06-21,2016-06-20,LAA,-8,0.44285714285714284,-1,1
956518,74,2016-06-22,LAD,1,WSN,W-wo,4,3,,41-33,2,5.5,3:35,1,43776,6,1,41,33,8,0.5540540540540541,Wednesday,2016,LAA,0,0,1,0,0,0,0,LAD2016-06-22,2016-06-21,LAA,-9,0.43661971830985913,-2,1
957822,82,2016-07-01,LAD,1,COL,W,5,0,,45-37,2,6.0,2:53,1,43644,2,1,45,37,8,0.5487804878048781,Friday,2016,LAA,0,0,0,0,1,0,0,LAD2016-07-01,2016-06-29,LAA,-15,0.4050632911392405,-3,2
957985,83,2016-07-02,LAD,1,COL,W,6,1,,46-37,2,5.0,3:11,1,46608,3,1,46,37,9,0.5542168674698795,Saturday,2016,LAA,0,0,0,0,0,1,0,LAD2016-07-02,2016-07-01,LAA,-16,0.4,-4,1
958148,84,2016-07-03,LAD,1,COL,W,4,1,,47-37,2,5.0,2:52,0,41836,4,1,47,37,10,0.5595238095238095,Sunday,2016,LAA,0,0,0,0,0,0,1,LAD2016-07-03,2016-07-02,LAA,-15,0.4074074074074074,1,1
958311,85,2016-07-04,LAD,1,BAL,W,7,5,,48-37,2,5.0,3:12,1,47378,5,1,48,37,11,0.5647058823529412,Monday,2016,LAA,1,0,0,0,0,0,0,LAD2016-07-04,2016-07-03,LAA,-16,0.4024390243902439,-1,1
958474,86,2016-07-05,LAD,1,BAL,L,1,4,,48-38,2,5.0,3:17,1,45373,-1,0,48,38,10,0.5581395348837209,Tuesday,2016,LAA,0,1,0,0,0,0,0,LAD2016-07-05,2016-07-04,LAA,-17,0.39759036144578314,-2,1
958637,87,2016-07-06,LAD,1,BAL,L,4,6,14,48-39,2,6.0,5:26,0,40899,-2,0,48,39,9,0.5517241379310345,Wednesday,2016,LAA,0,0,1,0,0,0,0,LAD2016-07-06,2016-07-05,LAA,-16,0.40476190476190477,1,1
958800,88,2016-07-07,LAD,1,SDP,L,0,6,,48-40,2,6.5,2:45,1,44759,-3,0,48,40,8,0.5454545454545454,Thursday,2016,LAA,0,0,0,1,0,0,0,LAD2016-07-07,2016-07-06,LAA,-15,0.4117647058823529,2,1
958963,89,2016-07-08,LAD,1,SDP,W,10,6,,49-40,2,6.5,3:45,1,43588,1,1,49,40,9,0.550561797752809,Friday,2016,LAA,0,0,0,0,1,0,0,LAD2016-07-08,2016-07-07,LAA,-14,0.4186046511627907,3,1
959126,90,2016-07-09,LAD,1,SDP,W,4,3,,50-40,2,6.5,2:45,0,48411,2,1,50,40,10,0.5555555555555556,Saturday,2016,LAA,0,0,0,0,0,1,0,LAD2016-07-09,2016-07-08,LAA,-13,0.42528735632183906,4,1
959289,91,2016-07-10,LAD,1,SDP,W,3,1,,51-40,2,6.5,2:49,0,42801,3,1,51,40,11,0.5604395604395604,Sunday,2016,LAA,0,0,0,0,0,0,1,LAD2016-07-10,2016-07-09,LAA,-14,0.42045454545454547,-1,1
960920,101,2016-07-26,LAD,1,TBR,W,3,2,,57-44,2,2.5,2:55,1,46960,3,1,57,44,13,0.5643564356435643,Tuesday,2016,LAA,0,1,0,0,0,0,0,LAD2016-07-26,2016-07-25,LAA,-11,0.4444444444444444,1,1
961083,102,2016-07-27,LAD,1,TBR,L,1,3,,57-45,2,2.5,3:07,0,43576,-1,0,57,45,12,0.5588235294117647,Wednesday,2016,LAA,0,0,1,0,0,0,0,LAD2016-07-27,2016-07-26,LAA,-10,0.45,2,1
961247,103,2016-07-29,LAD,1,ARI,W,9,7,,58-45,2,1.0,3:24,1,50966,1,1,58,45,13,0.5631067961165048,Friday,2016,LAA,0,0,0,0,1,0,0,LAD2016-07-29,2016-07-28,LAA,-10,0.45098039215686275,1,1
961410,104,2016-07-30,LAD,1,ARI,L,2,4,,58-46,2,2.0,3:24,1,49540,-1,0,58,46,12,0.5576923076923077,Saturday,2016,LAA,0,0,0,0,0,1,0,LAD2016-07-30,2016-07-29,LAA,-11,0.44660194174757284,-1,1
961573,105,2016-07-31,LAD,1,ARI,W,14,3,,59-46,2,2.0,3:43,0,42380,1,1,59,46,13,0.5619047619047619,Sunday,2016,LAA,0,0,0,0,0,0,1,LAD2016-07-31,2016-07-30,LAA,-10,0.4519230769230769,1,1
962225,109,2016-08-05,LAD,1,BOS,L,0,9,,60-49,2,2.0,2:49,1,52728,-1,0,60,49,11,0.5504587155963303,Friday,2016,LAA,0,0,0,0,1,0,0,LAD2016-08-05,2016-08-04,LAA,-10,0.4537037037037037,-1,1
962388,110,2016-08-06,LAD,1,BOS,W,3,0,,61-49,2,2.0,2:54,0,47696,1,1,61,49,12,0.5545454545454546,Saturday,2016,LAA,0,0,0,0,0,1,0,LAD2016-08-06,2016-08-05,LAA,-11,0.44954128440366975,-2,1
962551,111,2016-08-07,LAD,1,BOS,W,8,5,,62-49,2,1.0,3:23,0,50640,2,1,62,49,13,0.5585585585585585,Sunday,2016,LAA,0,0,0,0,0,0,1,LAD2016-08-07,2016-08-06,LAA,-12,0.44545454545454544,-3,1
962714,112,2016-08-08,LAD,1,PHI,W,9,4,,63-49,2,1.0,2:50,1,48370,3,1,63,49,14,0.5625,Monday,2016,LAA,1,0,0,0,0,0,0,LAD2016-08-08,2016-08-07,LAA,-13,0.44144144144144143,-4,1
962876,113,2016-08-09,LAD,1,PHI,W,9,3,,64-49,1,Tied,3:17,1,42859,4,1,64,49,15,0.5663716814159292,Tuesday,2016,LAA,0,1,0,0,0,0,0,LAD2016-08-09,2016-08-07,LAA,-13,0.44144144144144143,-4,2
963039,114,2016-08-10,LAD,1,PHI,L,2,6,,64-50,2,1.0,3:17,0,41098,-1,0,64,50,14,0.5614035087719298,Wednesday,2016,LAA,0,0,1,0,0,0,0,LAD2016-08-10,2016-08-09,LAA,-14,0.4375,-5,1
963203,115,2016-08-12,LAD,1,PIT,L,1,5,,64-51,2,1.0,2:57,1,47438,-2,0,64,51,13,0.5565217391304348,Friday,2016,LAA,0,0,0,0,1,0,0,LAD2016-08-12,2016-08-11,LAA,-16,0.4298245614035088,-7,1
963366,116,2016-08-13,LAD,1,PIT,W,8,4,,65-51,2,1.0,3:54,0,40563,1,1,65,51,14,0.5603448275862069,Saturday,2016,LAA,0,0,0,0,0,1,0,LAD2016-08-13,2016-08-12,LAA,-17,0.4260869565217391,-8,1
963529,117,2016-08-14,LAD,1,PIT,L,3,11,,65-52,2,1.0,3:39,0,43468,-1,0,65,52,13,0.5555555555555556,Sunday,2016,LAA,0,0,0,0,0,0,1,LAD2016-08-14,2016-08-13,LAA,-18,0.4224137931034483,-9,1
964833,125,2016-08-23,LAD,1,SFG,W,9,5,,70-55,1,up 2.0,3:36,1,46899,3,1,70,55,15,0.56,Tuesday,2016,LAA,0,1,0,0,0,0,0,LAD2016-08-23,2016-08-21,LAA,-20,0.41935483870967744,1,2
964996,126,2016-08-24,LAD,1,SFG,W,1,0,,71-55,1,up 3.0,2:47,1,43957,4,1,71,55,16,0.5634920634920635,Wednesday,2016,LAA,0,0,1,0,0,0,0,LAD2016-08-24,2016-08-23,LAA,-21,0.416,-1,1
965159,127,2016-08-25,LAD,1,SFG,L,0,4,,71-56,1,up 2.0,3:02,1,53297,-1,0,71,56,15,0.5590551181102362,Thursday,2016,LAA,0,0,0,1,0,0,0,LAD2016-08-25,2016-08-24,LAA,-20,0.42063492063492064,1,1
965322,128,2016-08-26,LAD,1,CHC,L,4,6,10,71-57,1,up 1.0,3:38,1,48609,-2,0,71,57,14,0.5546875,Friday,2016,LAA,0,0,0,0,1,0,0,LAD2016-08-26,2016-08-25,LAA,-19,0.4251968503937008,2,1
965485,129,2016-08-27,LAD,1,CHC,W,3,2,,72-57,1,up 2.0,3:08,0,49522,1,1,72,57,15,0.5581395348837209,Saturday,2016,LAA,0,0,0,0,0,1,0,LAD2016-08-27,2016-08-26,LAA,-20,0.421875,-1,1
965648,130,2016-08-28,LAD,1,CHC,W,1,0,,73-57,1,up 2.0,3:08,0,44745,2,1,73,57,16,0.5615384615384615,Sunday,2016,LAA,0,0,0,0,0,0,1,LAD2016-08-28,2016-08-27,LAA,-19,0.4263565891472868,1,1
966300,134,2016-09-02,LAD,1,SDP,L,2,4,,74-60,1,up 2.0,3:32,1,48911,-1,0,74,60,14,0.5522388059701493,Friday,2016,LAA,0,0,0,0,1,0,0,LAD2016-09-02,2016-08-31,LAA,-15,0.44360902255639095,5,2
966463,135,2016-09-03,LAD,1,SDP,W,5,1,,75-60,1,up 2.0,2:35,1,47590,1,1,75,60,15,0.5555555555555556,Saturday,2016,LAA,0,0,0,0,0,1,0,LAD2016-09-03,2016-09-02,LAA,-16,0.44029850746268656,-1,1
966626,136,2016-09-04,LAD,1,SDP,W,7,4,,76-60,1,up 3.0,3:09,0,46441,2,1,76,60,16,0.5588235294117647,Sunday,2016,LAA,0,0,0,0,0,0,1,LAD2016-09-04,2016-09-03,LAA,-15,0.4444444444444444,1,1
966789,137,2016-09-05,LAD,1,ARI,W,10,2,,77-60,1,up 4.0,3:12,1,41820,3,1,77,60,17,0.5620437956204379,Monday,2016,LAA,1,0,0,0,0,0,0,LAD2016-09-05,2016-09-04,LAA,-14,0.4485294117647059,2,1
966952,138,2016-09-06,LAD,1,ARI,W,5,2,,78-60,1,up 4.0,2:49,1,42457,4,1,78,60,18,0.5652173913043478,Tuesday,2016,LAA,0,1,0,0,0,0,0,LAD2016-09-06,2016-09-05,LAA,-13,0.45255474452554745,3,1
967115,139,2016-09-07,LAD,1,ARI,W,3,1,,79-60,1,up 5.0,3:05,1,44352,5,1,79,60,19,0.5683453237410072,Wednesday,2016,LAA,0,0,1,0,0,0,0,LAD2016-09-07,2016-09-06,LAA,-14,0.4492753623188406,-1,1
968908,150,2016-09-19,LAD,1,SFG,W-wo,2,1,,85-65,1,up 6.0,2:58,1,43435,1,1,85,65,20,0.5666666666666667,Monday,2016,LAA,1,0,0,0,0,0,0,LAD2016-09-19,2016-09-18,LAA,-19,0.436241610738255,2,1
969071,151,2016-09-20,LAD,1,SFG,L,0,2,,85-66,1,up 5.0,3:36,1,53621,-1,0,85,66,19,0.5629139072847682,Tuesday,2016,LAA,0,1,0,0,0,0,0,LAD2016-09-20,2016-09-19,LAA,-20,0.43333333333333335,-1,1
969234,152,2016-09-21,LAD,1,SFG,W,9,3,,86-66,1,up 6.0,3:03,1,45983,1,1,86,66,20,0.5657894736842105,Wednesday,2016,LAA,0,0,1,0,0,0,0,LAD2016-09-21,2016-09-20,LAA,-21,0.4304635761589404,-2,1
969397,153,2016-09-22,LAD,1,COL,W,7,4,,87-66,1,up 6.0,2:56,1,48344,2,1,87,66,21,0.5686274509803921,Thursday,2016,LAA,0,0,0,1,0,0,0,LAD2016-09-22,2016-09-21,LAA,-20,0.4342105263157895,1,1
969560,154,2016-09-23,LAD,1,COL,W,5,2,,88-66,1,up 7.0,3:39,1,52320,3,1,88,66,22,0.5714285714285714,Friday,2016,LAA,0,0,0,0,1,0,0,LAD2016-09-23,2016-09-22,LAA,-19,0.43790849673202614,2,1
969723,155,2016-09-24,LAD,1,COL,W,14,1,,89-66,1,up 7.0,3:04,1,53299,4,1,89,66,23,0.5741935483870968,Saturday,2016,LAA,0,0,0,0,0,1,0,LAD2016-09-24,2016-09-23,LAA,-18,0.44155844155844154,3,1
969886,156,2016-09-25,LAD,1,COL,W-wo,4,3,10,90-66,1,up 8.0,3:33,0,51962,5,1,90,66,24,0.5769230769230769,Sunday,2016,LAA,0,0,0,0,0,0,1,LAD2016-09-25,2016-09-24,LAA,-17,0.44516129032258067,4,1
971028,2,2017-04-04,LAD,1,SDP,L,0,4,,1-1,2,1.0,2:44,1,42196,-1,0,1,1,0,0.5,Tuesday,2017,LAA,0,1,0,0,0,0,0,LAD2017-04-04,2017-04-03,LAA,-1,0.0,-1,1
971191,3,2017-04-05,LAD,1,SDP,W,3,1,,2-1,1,Tied,2:43,1,38373,1,1,2,1,1,0.6666666666666666,Wednesday,2017,LAA,0,0,1,0,0,0,0,LAD2017-04-05,2017-04-04,LAA,0,0.5,1,1
971354,4,2017-04-06,LAD,1,SDP,W,10,2,,3-1,1,Tied,3:14,0,36501,2,1,3,1,2,0.75,Thursday,2017,LAA,0,0,0,1,0,0,0,LAD2017-04-06,2017-04-05,LAA,1,0.6666666666666666,2,1
972495,11,2017-04-14,LAD,1,ARI,W,7,1,,6-5,3,1.0,3:06,1,49438,1,1,6,5,1,0.5454545454545454,Friday,2017,LAA,0,0,0,0,1,0,0,LAD2017-04-14,2017-04-13,LAA,2,0.6,-2,1
972658,12,2017-04-15,LAD,1,ARI,W,8,4,,7-5,2,0.5,3:03,1,48070,2,1,7,5,2,0.5833333333333334,Saturday,2017,LAA,0,0,0,0,0,1,0,LAD2017-04-15,2017-04-14,LAA,1,0.5454545454545454,-3,1
972821,13,2017-04-16,LAD,1,ARI,L,1,3,,7-6,3,1.5,3:22,0,39822,-1,0,7,6,1,0.5384615384615384,Sunday,2017,LAA,0,0,0,0,0,0,1,LAD2017-04-16,2017-04-15,LAA,0,0.5,-4,1
972984,14,2017-04-17,LAD,1,ARI,L,2,4,,7-7,3,2.0,3:07,1,35448,-2,0,7,7,0,0.5,Monday,2017,LAA,1,0,0,0,0,0,0,LAD2017-04-17,2017-04-16,LAA,-1,0.46153846153846156,-5,1
973147,15,2017-04-18,LAD,1,COL,L,3,4,,7-8,3,3.0,3:17,1,37960,-3,0,7,8,-1,0.4666666666666667,Tuesday,2017,LAA,0,1,0,0,0,0,0,LAD2017-04-18,2017-04-17,LAA,-2,0.42857142857142855,-6,1
973310,16,2017-04-19,LAD,1,COL,W,4,2,,8-8,3,2.0,2:55,1,45474,1,1,8,8,0,0.5,Wednesday,2017,LAA,0,0,1,0,0,0,0,LAD2017-04-19,2017-04-18,LAA,-1,0.4666666666666667,1,1
974615,24,2017-04-28,LAD,1,PHI,W,5,3,,12-12,3,3.0,3:02,1,46729,2,1,12,12,0,0.5,Friday,2017,LAA,0,0,0,0,1,0,0,LAD2017-04-28,2017-04-27,LAA,0,0.5,4,1
974778,25,2017-04-29,LAD,1,PHI,W-wo,6,5,,13-12,3,3.0,3:27,1,53110,3,1,13,12,1,0.52,Saturday,2017,LAA,0,0,0,0,0,1,0,LAD2017-04-29,2017-04-28,LAA,1,0.52,5,1
974941,26,2017-04-30,LAD,1,PHI,W,5,3,,14-12,3,2.0,3:06,0,48961,4,1,14,12,2,0.5384615384615384,Sunday,2017,LAA,0,0,0,0,0,0,1,LAD2017-04-30,2017-04-29,LAA,0,0.5,-1,1
975104,27,2017-05-01,LAD,1,SFG,L,3,4,,14-13,3,2.5,2:52,1,44606,-1,0,14,13,1,0.5185185185185185,Monday,2017,LAA,1,0,0,0,0,0,0,LAD2017-05-01,2017-04-30,LAA,1,0.5185185185185185,1,1
975266,28,2017-05-02,LAD,1,SFG,W,13,5,,15-13,3,2.0,3:23,1,43471,1,1,15,13,2,0.5357142857142857,Tuesday,2017,LAA,0,1,0,0,0,0,0,LAD2017-05-02,2017-04-30,LAA,1,0.5185185185185185,1,2
975429,29,2017-05-03,LAD,1,SFG,L,1,4,11,15-14,3,2.5,3:50,1,50215,-1,0,15,14,1,0.5172413793103449,Wednesday,2017,LAA,0,0,1,0,0,0,0,LAD2017-05-03,2017-05-02,LAA,2,0.5357142857142857,2,1
975920,32,2017-05-08,LAD,1,PIT,W,12,1,,18-14,2,2.0,3:08,1,37314,3,1,18,14,4,0.5625,Monday,2017,LAA,1,0,0,0,0,0,0,LAD2017-05-08,2017-05-07,LAA,-1,0.48484848484848486,-1,1
976083,33,2017-05-09,LAD,1,PIT,W-wo,4,3,10,19-14,2,1.5,3:38,1,47720,4,1,19,14,5,0.5757575757575758,Tuesday,2017,LAA,0,1,0,0,0,0,0,LAD2017-05-09,2017-05-08,LAA,-2,0.47058823529411764,-2,1
976246,34,2017-05-10,LAD,1,PIT,W,5,2,,20-14,2,1.5,2:37,1,40719,5,1,20,14,6,0.5882352941176471,Wednesday,2017,LAA,0,0,1,0,0,0,0,LAD2017-05-10,2017-05-09,LAA,-1,0.4857142857142857,1,1
977550,42,2017-05-18,LAD,1,MIA,W,7,2,,24-18,2,2.0,3:16,1,41717,2,1,24,18,6,0.5714285714285714,Thursday,2017,LAA,0,0,0,1,0,0,0,LAD2017-05-18,2017-05-17,LAA,1,0.5116279069767442,4,1
977712,43,2017-05-19,LAD,1,MIA,W,7,2,,25-18,2,2.0,2:58,1,45034,3,1,25,18,7,0.5813953488372093,Friday,2017,LAA,0,0,0,0,1,0,0,LAD2017-05-19,2017-05-17,LAA,1,0.5116279069767442,4,2
977875,44,2017-05-20,LAD,1,MIA,L,6,10,,25-19,3,2.0,3:27,1,52850,-1,0,25,19,6,0.5681818181818182,Saturday,2017,LAA,0,0,0,0,0,1,0,LAD2017-05-20,2017-05-19,LAA,0,0.5,-1,1
978038,45,2017-05-21,LAD,1,MIA,W,6,3,,26-19,2,2.0,2:46,0,44646,1,1,26,19,7,0.5777777777777777,Sunday,2017,LAA,0,0,0,0,0,0,1,LAD2017-05-21,2017-05-20,LAA,-1,0.4888888888888889,-2,1
978202,46,2017-05-23,LAD,1,STL,W-wo,2,1,13,27-19,3,2.5,4:05,1,41248,2,1,27,19,8,0.5869565217391305,Tuesday,2017,LAA,0,1,0,0,0,0,0,LAD2017-05-23,2017-05-22,LAA,1,0.5106382978723404,2,1
978365,47,2017-05-24,LAD,1,STL,L,1,6,,27-20,3,3.5,2:44,1,40653,-1,0,27,20,7,0.574468085106383,Wednesday,2017,LAA,0,0,1,0,0,0,0,LAD2017-05-24,2017-05-23,LAA,2,0.5208333333333334,3,1
978528,48,2017-05-25,LAD,1,STL,W,7,3,,28-20,3,2.5,3:03,1,47427,1,1,28,20,8,0.5833333333333334,Thursday,2017,LAA,0,0,0,1,0,0,0,LAD2017-05-25,2017-05-24,LAA,1,0.5102040816326531,-1,1
978691,49,2017-05-26,LAD,1,CHC,W,4,0,,29-20,3,2.5,2:49,1,45017,2,1,29,20,9,0.5918367346938775,Friday,2017,LAA,0,0,0,0,1,0,0,LAD2017-05-26,2017-05-25,LAA,0,0.5,-2,1
978854,50,2017-05-27,LAD,1,CHC,W,5,0,,30-20,3,1.5,2:41,0,48322,3,1,30,20,10,0.6,Saturday,2017,LAA,0,0,0,0,0,1,0,LAD2017-05-27,2017-05-26,LAA,-1,0.49019607843137253,-3,1
979017,51,2017-05-28,LAD,1,CHC,W,9,4,,31-20,2,1.5,3:28,0,47732,4,1,31,20,11,0.6078431372549019,Sunday,2017,LAA,0,0,0,0,0,0,1,LAD2017-05-28,2017-05-27,LAA,0,0.5,1,1
980321,59,2017-06-05,LAD,1,WSN,L,2,4,,35-24,2,1.0,3:05,1,46289,-2,0,35,24,11,0.5932203389830508,Monday,2017,LAA,1,0,0,0,0,0,0,LAD2017-06-05,2017-06-04,LAA,-2,0.48333333333333334,-1,1
980483,60,2017-06-06,LAD,1,WSN,L,1,2,,35-25,2,2.0,2:57,1,44250,-3,0,35,25,10,0.5833333333333334,Tuesday,2017,LAA,0,1,0,0,0,0,0,LAD2017-06-06,2017-06-04,LAA,-2,0.48333333333333334,-1,2
980646,61,2017-06-07,LAD,1,WSN,W,2,1,,36-25,2,2.0,2:45,0,43230,1,1,36,25,11,0.5901639344262295,Wednesday,2017,LAA,0,0,1,0,0,0,0,LAD2017-06-07,2017-06-06,LAA,-1,0.4918032786885246,1,1
980810,62,2017-06-09,LAD,1,CIN,W,7,2,,37-25,2,2.5,3:02,1,44036,2,1,37,25,12,0.5967741935483871,Friday,2017,LAA,0,0,0,0,1,0,0,LAD2017-06-09,2017-06-08,LAA,-1,0.49206349206349204,1,1
980973,63,2017-06-10,LAD,1,CIN,W-wo,5,4,,38-25,2,2.5,3:04,1,43439,3,1,38,25,13,0.6031746031746031,Saturday,2017,LAA,0,0,0,0,0,1,0,LAD2017-06-10,2017-06-09,LAA,0,0.5,2,1
981136,64,2017-06-11,LAD,1,CIN,W,9,7,,39-25,2,1.5,2:58,0,42674,4,1,39,25,14,0.609375,Sunday,2017,LAA,0,0,0,0,0,0,1,LAD2017-06-11,2017-06-10,LAA,-1,0.49230769230769234,-1,1
982278,71,2017-06-19,LAD,1,NYM,W,10,6,,45-26,2,0.5,3:27,1,43266,4,1,45,26,19,0.6338028169014085,Monday,2017,LAA,1,0,0,0,0,0,0,LAD2017-06-19,2017-06-18,LAA,-1,0.4931506849315068,-1,1
982440,72,2017-06-20,LAD,1,NYM,W,12,0,,46-26,2,0.5,3:01,1,47715,5,1,46,26,20,0.6388888888888888,Tuesday,2017,LAA,0,1,0,0,0,0,0,LAD2017-06-20,2017-06-18,LAA,-1,0.4931506849315068,-1,2
982603,73,2017-06-21,LAD,1,NYM,W,8,2,,47-26,1,up 0.5,3:12,1,42330,6,1,47,26,21,0.6438356164383562,Wednesday,2017,LAA,0,0,1,0,0,0,0,LAD2017-06-21,2017-06-20,LAA,0,0.5,1,1
982766,74,2017-06-22,LAD,1,NYM,W,6,3,,48-26,1,up 1.5,3:33,1,45967,7,1,48,26,22,0.6486486486486487,Thursday,2017,LAA,0,0,0,1,0,0,0,LAD2017-06-22,2017-06-21,LAA,-1,0.49333333333333335,-1,1
